Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Likes,like_groups
0.467,0.988,11.0,-3.313,0.112,0.000152,0.0484,0.28,0.321,130.433,220427.0,644246.0,13.0
0.557,0.8,10.0,-8.477,0.0601,0.00132,0.0012,0.0906,0.582,135.47,245373.0,708628.0,13.0
0.539,0.702,6.0,-7.291,0.0436,0.00245,2.37e-05,0.117,0.206,118.106,301867.0,298396.0,10.0
0.543,0.917,1.0,-3.391,0.0444,0.00572,7.76e-05,0.104,0.329,132.246,246840.0,446238.0,11.0
0.346,0.965,3.0,-4.255,0.146,0.000461,0.012,0.214,0.384,125.043,234107.0,124217.0,8.0
0.634,0.872,10.0,-4.826,0.043,0.0135,0.00153,0.115,0.48,127.979,198480.0,39994.0,5.0
0.51,0.802,5.0,-4.903,0.0561,0.0917,0.0136,0.109,0.24,185.927,242507.0,569741.0,12.0
0.606,0.942,6.0,-2.598,0.115,0.0737,2.23e-06,0.0709,0.519,106.02,250093.0,370849.0,11.0
0.765,0.556,11.0,-6.417,0.0512,0.275,0.0,0.0824,0.274,111.033,169227.0,184345.0,9.0
0.603,0.615,11.0,-4.931,0.165,0.0799,6.72e-05,0.117,0.561,158.657,213707.0,3990451.0,18.0
0.432,0.781,4.0,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,250286.0,6065708.0,19.0
0.588,0.67,0.0,-6.439,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173.0,1142064.0,14.0
0.674,0.753,3.0,-3.226,0.0388,0.00264,1.76e-06,0.0599,0.292,139.99,155495.0,41554.0,5.0
0.69,0.714,7.0,-5.948,0.0338,0.0077,7.23e-05,0.191,0.489,112.009,187027.0,3493605.0,17.0
0.528,0.749,7.0,-7.571,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,163906.0,480643.0,12.0
0.561,0.832,9.0,-7.661,0.0717,0.232,0.0,0.107,0.666,93.991,176874.0,917471.0,14.0
0.771,0.729,7.0,-6.577,0.0408,0.00161,0.672,0.217,0.63,123.027,189268.0,98379.0,7.0
0.761,0.517,5.0,-6.916,0.0927,0.114,0.0,0.157,0.46,147.912,174730.0,473035.0,12.0
0.619,0.452,9.0,-5.449,0.028,0.502,0.0,0.122,0.174,131.981,204173.0,2338142.0,16.0
0.557,0.7,7.0,-5.024,0.0638,0.115,1.11e-06,0.161,0.681,93.9,171001.0,424372.0,11.0
0.422,0.267,3.0,-9.533,0.0281,0.86,0.0,0.142,0.432,171.725,163333.0,1375897.0,15.0
0.66,0.76,9.0,-4.04,0.436,0.105,0.0,0.0582,0.799,177.854,191095.0,96102.0,7.0
0.684,0.65,2.0,-5.297,0.0399,0.0964,0.0,0.0837,0.781,77.983,217987.0,1148233.0,14.0
0.773,0.378,1.0,-7.062,0.0531,0.14,0.0,0.133,0.513,94.946,163813.0,4763667.0,18.0
0.762,0.797,6.0,-2.641,0.107,0.11,0.0,0.412,0.787,81.994,174932.0,503248.0,12.0
0.678,0.806,1.0,-3.334,0.0648,0.0464,0.0,0.0673,0.614,183.984,227480.0,1824815.0,16.0
0.777,0.782,0.0,-4.435,0.0907,0.0505,0.0,0.64,0.773,94.023,221653.0,3585687.0,18.0
0.578,0.634,8.0,-5.979,0.333,0.00473,0.0,0.132,0.216,183.89,211652.0,897240.0,14.0
0.403,0.422,7.0,-13.964,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,241293.0,4809692.0,18.0
0.772,0.371,5.0,-5.743,0.0348,0.744,0.0,0.167,0.684,96.574,233733.0,47123.0,5.0
0.407,0.558,0.0,-13.609,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,214947.0,1869749.0,16.0
0.694,0.496,9.0,-14.222,0.0329,0.0139,0.00356,0.0644,0.799,103.372,257187.0,1854959.0,16.0
0.634,0.543,1.0,-13.391,0.181,0.525,0.0,0.232,0.467,121.557,186440.0,629139.0,12.0
0.484,0.293,0.0,-16.544,0.0311,0.337,0.00627,0.146,0.562,165.008,155413.0,341043.0,11.0
0.583,0.486,4.0,-13.165,0.0759,0.518,0.0,0.0665,0.513,87.837,153173.0,52139.0,5.0
0.626,0.504,11.0,-14.978,0.073,0.021,0.00843,0.0684,0.713,98.391,166400.0,43893.0,5.0
0.884,0.51,9.0,-4.679,0.0392,0.0436,0.000333,0.0615,0.855,91.453,211987.0,327554.0,11.0
0.705,0.634,5.0,-6.083,0.0282,0.0405,3.53e-05,0.349,0.639,98.008,169373.0,96764.0,7.0
0.73,0.868,5.0,-7.325,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400.0,1385989.0,15.0
0.461,0.936,4.0,-6.866,0.109,0.435,9.13e-05,0.124,0.804,172.404,252467.0,1128618.0,14.0
0.602,0.574,5.0,-8.169,0.0278,0.437,0.00415,0.0751,0.486,87.318,361395.0,99794.0,7.0
0.667,0.655,2.0,-9.339,0.0367,0.0491,0.000894,0.0641,0.657,134.212,506400.0,684421.0,13.0
0.22,0.44,8.0,-9.456,0.0352,0.503,0.862,0.12,0.13,79.095,419400.0,672505.0,13.0
0.633,0.798,1.0,-9.313,0.0281,0.166,0.617,0.0812,0.963,147.645,229027.0,23246.0,3.0
0.714,0.523,4.0,-9.718,0.028,0.23,0.0699,0.0612,0.674,114.329,243467.0,70654.0,6.0
0.704,0.408,4.0,-13.558,0.0346,0.721,0.104,0.141,0.264,122.544,393867.0,60544.0,6.0
0.879,0.434,9.0,-13.483,0.0441,0.0801,0.395,0.0823,0.872,117.469,253427.0,11513.0,1.0
0.491,0.686,5.0,-10.708,0.0372,0.245,0.0185,0.281,0.555,137.168,488693.0,112879.0,8.0
0.498,0.83,6.0,-5.157,0.0421,0.00461,0.0,0.139,0.453,89.342,231480.0,2323598.0,16.0
0.553,0.853,8.0,-3.668,0.0339,0.000684,0.0,0.126,0.506,122.023,231400.0,1477292.0,15.0
0.185,0.948,8.0,-3.892,0.147,0.0104,0.0,0.105,0.316,196.578,207587.0,16750.0,2.0
0.376,0.95,9.0,-4.067,0.0641,0.00021,0.0,0.0377,0.438,178.018,179160.0,144696.0,8.0
0.433,0.778,2.0,-4.68,0.0371,0.00838,0.0,0.163,0.217,149.864,209333.0,1664884.0,15.0
0.505,0.909,2.0,-4.316,0.0622,0.000179,0.0,0.0922,0.457,160.051,206640.0,203035.0,9.0
0.402,0.97,2.0,-4.538,0.0668,1.29e-05,2.62e-06,0.189,0.476,75.106,200147.0,445675.0,11.0
0.416,0.741,7.0,-4.001,0.0335,0.00804,0.0,0.273,0.286,160.515,202973.0,1386737.0,15.0
0.578,0.897,0.0,-3.906,0.0357,0.000666,0.0,0.0924,0.737,115.491,193107.0,501071.0,12.0
0.306,0.873,0.0,-3.668,0.0567,0.00105,0.0,0.52,0.452,198.387,186373.0,449452.0,12.0
0.856,0.609,0.0,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667.0,20067879.0,
0.601,0.794,7.0,-5.844,0.0671,0.00987,1.36e-06,0.418,0.244,114.066,217099.0,3798727.0,18.0
0.588,0.67,0.0,-6.439,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173.0,1142064.0,14.0
0.581,0.674,8.0,-7.09,0.033,0.00187,3.01e-06,0.128,0.488,143.005,213572.0,217549.0,9.0
0.284,0.637,9.0,-4.893,0.0486,0.0626,0.0,0.371,0.197,92.045,220589.0,70997.0,6.0
0.688,0.729,4.0,-6.56,0.0573,0.437,0.00369,0.0928,0.469,110.055,251029.0,149709.0,8.0
0.605,0.664,8.0,-7.162,0.0316,0.00548,3e-06,0.204,0.164,103.997,176417.0,336660.0,11.0
0.647,0.385,7.0,-6.895,0.0296,0.656,0.0,0.298,0.505,113.844,220941.0,3798727.0,18.0
0.619,0.739,4.0,-5.743,0.167,0.464,0.0,0.285,0.672,149.975,217072.0,382064.0,11.0
0.762,0.748,0.0,-6.273,0.0407,0.0746,0.0,0.128,0.822,149.985,209415.0,175848.0,9.0
0.656,0.889,1.0,-4.515,0.103,0.556,0.0,0.332,0.852,149.992,192507.0,224281.0,10.0
0.717,0.785,0.0,-6.967,0.121,0.513,0.0,0.219,0.717,152.981,190045.0,44639.0,5.0
0.712,0.842,8.0,-5.329,0.0356,0.0281,0.0,0.0575,0.618,153.047,199170.0,81414.0,7.0
0.719,0.759,3.0,-7.725,0.0542,0.141,0.0,0.334,0.683,152.936,220753.0,47412.0,5.0
0.694,0.793,0.0,-6.76,0.0558,0.273,0.0,0.132,0.718,150.032,196854.0,42103.0,5.0
0.723,0.732,11.0,-5.514,0.0864,0.11,0.0,0.484,0.503,104.991,199747.0,175218.0,9.0
0.68,0.411,9.0,-9.761,0.434,0.0336,0.0,0.0889,0.161,193.131,233515.0,1094916.0,14.0
0.678,0.479,10.0,-6.959,0.206,0.0812,0.0,0.207,0.762,171.12,235632.0,2863851.0,17.0
0.745,0.346,1.0,-7.709,0.331,0.00552,0.0,0.0881,0.112,203.911,237240.0,1376534.0,15.0
0.88,0.67,2.0,-5.177,0.0468,0.325,4.17e-06,0.0662,0.131,101.008,299227.0,2527517.0,17.0
0.662,0.489,10.0,-7.041,0.213,0.427,0.0,0.0958,0.436,99.891,213289.0,222825.0,9.0
0.857,0.662,7.0,-9.096,0.275,0.0374,2.21e-06,0.414,0.383,89.907,163205.0,65413.0,6.0
0.897,0.652,8.0,-6.371,0.238,0.00738,0.0,0.197,0.68,84.005,204286.0,336680.0,11.0
0.823,0.487,10.0,-8.416,0.347,0.086,2.85e-05,0.172,0.172,96.997,236333.0,930609.0,14.0
0.671,0.46,7.0,-8.643,0.215,0.12,0.0,0.106,0.298,83.877,253913.0,23286.0,3.0
0.473,0.657,6.0,-6.278,0.024,0.0454,2.41e-06,0.068,0.294,74.996,224973.0,957262.0,14.0
0.497,0.619,7.0,-4.811,0.0322,0.47,0.0,0.0708,0.756,159.996,210440.0,14480.0,2.0
0.605,0.88,1.0,-3.747,0.14,0.263,0.0,0.2,0.908,176.028,211467.0,283765.0,10.0
0.671,0.782,7.0,-6.498,0.047,0.0122,0.0,0.525,0.62,95.011,214307.0,231425.0,10.0
0.68,0.796,2.0,-5.884,0.0588,0.385,0.0,0.375,0.624,80.945,221853.0,88395.0,7.0
0.773,0.795,8.0,-5.537,0.0412,0.0587,0.00237,0.154,0.649,115.997,258474.0,3493810.0,17.0
0.817,0.738,7.0,-7.639,0.0748,0.0964,0.0,0.331,0.616,104.964,208164.0,3335456.0,17.0
0.483,0.65,7.0,-6.752,0.0349,0.573,2.97e-05,0.228,0.637,94.988,276400.0,219043.0,9.0
0.838,0.63,9.0,-5.609,0.171,0.242,0.0,0.0719,0.64,100.986,166601.0,623253.0,12.0
0.584,0.698,4.0,-6.61,0.0376,0.447,0.0,0.0699,0.436,79.993,215203.0,198266.0,9.0
0.732,0.944,0.0,-4.115,0.09,0.209,0.0,0.401,0.957,120.02,288903.0,1620233.0,15.0
0.837,0.736,8.0,-5.502,0.0506,0.169,0.00023,0.0911,0.758,98.011,231165.0,610972.0,12.0
0.746,0.924,8.0,-6.057,0.0442,0.0169,0.00279,0.097,0.807,136.051,306987.0,516968.0,12.0
0.803,0.859,6.0,-4.405,0.185,0.305,6.18e-05,0.553,0.631,101.007,281707.0,1034983.0,14.0
0.679,0.687,8.0,-5.522,0.0294,0.0779,0.0,0.704,0.424,127.961,257089.0,1006231.0,14.0
0.473,0.657,6.0,-6.278,0.024,0.0454,2.41e-06,0.068,0.294,74.996,224973.0,957262.0,14.0
0.605,0.88,1.0,-3.747,0.14,0.263,0.0,0.2,0.908,176.028,211467.0,283765.0,10.0
0.671,0.782,7.0,-6.498,0.047,0.0122,0.0,0.525,0.62,95.011,214307.0,194383.0,9.0
0.541,0.769,4.0,-6.253,0.0339,0.0556,1.54e-05,0.17,0.382,129.971,215747.0,28676.0,4.0
0.542,0.905,9.0,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,203347.0,1966436.0,16.0
0.276,0.715,0.0,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760.0,1632443.0,15.0
0.436,0.85,2.0,-4.86,0.0617,0.000861,0.74,0.128,0.537,152.644,183093.0,135598.0,8.0
0.365,0.606,1.0,-7.174,0.0415,0.00757,0.052,0.103,0.191,114.995,250533.0,254866.0,10.0
0.56,0.32,8.0,-14.34,0.0313,0.505,0.472,0.11,0.107,82.511,329667.0,201642.0,9.0
0.488,0.624,9.0,-8.357,0.0329,0.0263,0.00223,0.122,0.308,116.723,210133.0,109856.0,7.0
0.598,0.911,11.0,-3.97,0.0515,0.222,3.84e-06,0.216,0.953,146.469,134907.0,57067.0,6.0
0.436,0.871,9.0,-4.446,0.0384,0.00319,0.000473,0.114,0.71,138.743,230227.0,137238.0,8.0
0.4,0.946,1.0,-3.966,0.0634,0.000136,0.853,0.155,0.611,161.591,245573.0,43256.0,5.0
0.657,0.562,8.0,-8.6,0.0601,0.54,0.00143,0.101,0.704,81.657,188454.0,302583.0,10.0
0.651,0.703,0.0,-8.958,0.0816,0.0297,0.0,0.0608,0.647,140.051,249444.0,253792.0,10.0
0.586,0.893,7.0,-8.772,0.439,0.827,0.642,0.212,0.65,140.023,116630.0,120866.0,8.0
0.815,0.658,2.0,-7.811,0.0464,0.557,0.322,0.114,0.871,114.326,135116.0,50373.0,5.0
0.741,0.913,2.0,-3.34,0.0465,0.00343,0.103,0.325,0.643,120.012,213750.0,739543.0,13.0
0.648,0.59,2.0,-9.664,0.0942,0.697,0.808,0.111,0.401,81.045,181922.0,461116.0,12.0
0.825,0.302,8.0,-11.651,0.282,0.204,0.0,0.0762,0.747,94.956,199137.0,28594.0,4.0
0.471,0.551,7.0,-11.161,0.0528,0.737,0.452,0.11,0.248,76.002,178570.0,19586.0,2.0
0.364,0.378,7.0,-7.381,0.0331,0.47,0.0,0.339,0.366,89.918,268960.0,6552463.0,19.0
0.497,0.312,11.0,-9.088,0.0269,0.302,0.0,0.0968,0.177,105.036,203373.0,2191812.0,16.0
0.419,0.817,2.0,-4.704,0.0468,0.0243,0.0,0.251,0.317,78.107,202600.0,33208.0,4.0
0.446,0.136,6.0,-10.101,0.0314,0.611,0.0,0.206,0.433,79.486,182173.0,466241.0,12.0
0.754,0.4,1.0,-8.832,0.0579,0.766,0.0,0.196,0.693,135.945,149680.0,1062210.0,14.0
0.439,0.43,9.0,-7.432,0.0273,0.16,0.0,0.368,0.26,90.99,212637.0,1721950.0,15.0
0.61,0.397,6.0,-8.506,0.0504,0.28,0.0,0.0833,0.718,129.761,207853.0,435683.0,11.0
0.55,0.581,2.0,-5.94,0.0342,0.645,0.0,0.756,0.257,133.924,197800.0,3899857.0,18.0
0.661,0.782,11.0,-4.292,0.0633,0.144,0.0,0.309,0.678,160.086,175053.0,384103.0,11.0
0.722,0.682,11.0,-4.796,0.0434,0.427,0.0,0.954,0.561,110.025,247760.0,1245944.0,14.0
0.417,0.715,3.0,-5.448,0.0504,0.424,0.0,0.952,0.188,137.704,226987.0,2897014.0,17.0
0.617,0.588,4.0,-5.442,0.0302,0.642,0.0,0.39,0.257,130.971,226481.0,272433.0,10.0
0.45,0.878,9.0,-4.592,0.0827,0.0071,0.0,0.0908,0.744,199.844,252443.0,260404.0,10.0
0.561,0.879,7.0,-4.093,0.0433,0.148,0.0,0.367,0.67,178.061,194120.0,249131.0,10.0
0.471,0.526,3.0,-5.065,0.0299,0.277,0.0,0.13,0.169,143.64,238413.0,641317.0,13.0
0.574,0.738,0.0,-5.068,0.0306,0.0651,0.0,0.12,0.379,136.145,194387.0,432937.0,11.0
0.732,0.64,9.0,-8.11,0.0505,0.195,0.0,0.191,0.786,117.997,210640.0,124315.0,8.0
0.663,0.786,11.0,-3.51,0.195,0.229,0.0,0.219,0.579,196.12,198367.0,747433.0,13.0
0.629,0.668,8.0,-6.974,0.15,0.0287,0.0,0.159,0.904,214.025,185013.0,460118.0,12.0
0.787,0.679,9.0,-4.913,0.0658,0.416,0.0,0.15,0.875,89.988,240200.0,89112.0,7.0
0.719,0.773,10.0,-6.272,0.0377,0.0496,0.0,0.291,0.759,120.018,264147.0,869717.0,13.0
0.735,0.705,10.0,-6.768,0.0482,0.151,0.0,0.29,0.738,120.036,264760.0,26696.0,3.0
0.803,0.815,1.0,-3.888,0.0497,0.16,0.0,0.145,0.735,106.016,240187.0,423661.0,11.0
0.687,0.778,1.0,-6.623,0.101,0.209,0.0,0.117,0.865,172.047,240733.0,1232482.0,14.0
0.782,0.767,9.0,-7.981,0.0871,0.266,3.64e-05,0.0947,0.622,88.005,304091.0,457316.0,12.0
0.761,0.551,1.0,-7.034,0.103,0.15,1.15e-06,0.0768,0.351,129.972,300188.0,1458383.0,15.0
0.565,0.629,7.0,-5.516,0.0595,0.37,0.0,0.217,0.344,167.961,215133.0,473850.0,12.0
0.793,0.868,10.0,-5.157,0.055,0.0247,1.76e-06,0.271,0.756,94.016,152613.0,96798.0,7.0
0.761,0.636,8.0,-5.424,0.25,0.0442,1.74e-05,0.138,0.414,166.004,255363.0,456294.0,12.0
0.74,0.678,7.0,-4.116,0.102,0.34,0.0,0.132,0.536,179.988,173333.0,74820.0,6.0
0.633,0.689,8.0,-7.105,0.126,0.0556,0.0,0.533,0.784,183.999,235311.0,139365.0,8.0
0.794,0.88,5.0,-2.893,0.0736,0.0871,0.00204,0.356,0.787,93.982,207906.0,24041.0,3.0
0.453,0.655,9.0,-4.22,0.0259,0.0794,7.61e-06,0.0849,0.368,172.012,236160.0,2799398.0,17.0
0.515,0.835,0.0,-3.564,0.0293,0.00146,0.000235,0.101,0.457,94.015,215160.0,319806.0,11.0
0.527,0.821,7.0,-4.13,0.03,0.0027,5.1e-06,0.107,0.363,131.686,207987.0,172986.0,9.0
0.489,0.955,11.0,-2.771,0.0363,3.82e-05,0.000178,0.334,0.816,129.352,186173.0,90460.0,7.0
0.535,0.725,8.0,-5.861,0.0302,0.013,0.0,0.156,0.509,122.84,218840.0,95329.0,7.0
0.515,0.809,1.0,-5.051,0.0288,0.00188,9.86e-06,0.0983,0.237,111.985,196467.0,95706.0,7.0
0.471,0.843,4.0,-3.592,0.0295,0.000734,1.91e-05,0.163,0.484,137.92,220133.0,34404.0,4.0
0.332,0.41,4.0,-6.988,0.0344,0.609,0.00014,0.0963,0.0715,75.042,275973.0,200197.0,9.0
0.557,0.525,2.0,-6.324,0.149,0.524,0.0,0.113,0.362,153.247,258504.0,3236538.0,17.0
0.721,0.834,7.0,-4.457,0.0345,0.337,0.0,0.104,0.53,127.92,236976.0,783428.0,13.0
0.728,0.605,7.0,-6.406,0.0714,0.336,0.0,0.131,0.697,138.876,234973.0,110899.0,7.0
0.584,0.73,8.0,-5.095,0.0355,0.0674,0.00849,0.288,0.414,153.929,233040.0,1189394.0,14.0
0.695,0.958,5.0,-3.778,0.0827,0.0148,7.16e-06,0.154,0.711,108.054,211680.0,123910.0,8.0
0.831,0.777,11.0,-4.456,0.174,0.356,0.0,0.0796,0.598,95.973,219600.0,311437.0,10.0
0.512,0.843,1.0,-6.283,0.183,0.405,0.0,0.241,0.58,156.388,222720.0,42389.0,5.0
0.641,0.937,9.0,-3.52,0.0735,0.238,0.0,0.108,0.653,160.1,229309.0,162781.0,9.0
0.662,0.834,11.0,-5.148,0.0405,0.51,0.0,0.0677,0.751,154.966,228867.0,93840.0,7.0
0.495,0.461,2.0,-8.158,0.0496,0.249,0.0,0.126,0.25,113.029,202129.0,316398.0,11.0
0.715,0.612,4.0,-4.32,0.0344,0.471,0.0,0.0838,0.602,93.869,202176.0,266153.0,10.0
0.476,0.244,9.0,-8.361,0.0997,0.915,0.0,0.0975,0.36,177.688,224227.0,20383.0,3.0
0.591,0.785,9.0,-7.768,0.161,0.161,0.0,0.126,0.785,106.002,217547.0,557111.0,12.0
0.725,0.478,9.0,-6.814,0.0752,0.866,0.0,0.105,0.399,80.127,201600.0,603451.0,12.0
0.622,0.508,7.0,-7.17,0.03,0.739,1.48e-06,0.111,0.37,140.038,235813.0,534281.0,12.0
0.493,0.664,2.0,-6.354,0.261,0.521,0.0,0.122,0.694,169.867,181680.0,346890.0,11.0
0.504,0.14,10.0,-12.318,0.0845,0.924,0.0,0.122,0.304,146.287,238628.0,742937.0,13.0
0.522,0.322,2.0,-9.703,0.0352,0.816,0.0,0.0961,0.202,149.934,206675.0,131022.0,8.0
0.619,0.321,6.0,-7.405,0.0317,0.779,0.0,0.104,0.117,129.7,217480.0,169152.0,9.0
0.519,0.749,6.0,-3.318,0.0405,0.271,0.0,0.119,0.29,147.905,199947.0,914132.0,14.0
0.456,0.679,1.0,-4.802,0.0324,0.176,0.0,0.103,0.483,184.075,212030.0,215320.0,9.0
0.524,0.923,7.0,-3.53,0.085,0.00958,0.0,0.102,0.318,149.972,183573.0,10048.0,1.0
0.575,0.844,3.0,-1.772,0.0633,0.226,0.0,0.0538,0.542,87.007,193333.0,214049.0,9.0
0.531,0.843,9.0,-2.569,0.0429,0.0909,0.0,0.0283,0.392,136.991,240133.0,376251.0,11.0
0.359,0.518,2.0,-3.537,0.0302,0.665,0.0,0.106,0.135,76.572,226493.0,593476.0,12.0
0.456,0.874,10.0,-4.129,0.114,0.0595,1.12e-05,0.111,0.5,200.179,204093.0,197604.0,9.0
0.624,0.805,9.0,-2.632,0.029,0.0466,0.0,0.328,0.77,123.991,212173.0,144890.0,8.0
0.597,0.82,5.0,-2.529,0.0582,0.0328,0.0,0.119,0.576,119.969,236787.0,179758.0,9.0
0.617,0.839,0.0,-2.849,0.0655,0.0286,0.0,0.19,0.741,128.91,205560.0,251907.0,10.0
0.331,0.943,4.0,-3.188,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893.0,8394523.0,20.0
0.19,0.265,9.0,-9.206,0.0356,0.863,0.0,0.134,0.101,79.012,262533.0,5172352.0,19.0
0.37,0.858,11.0,-4.885,0.0545,0.00815,2.12e-05,0.229,0.464,175.077,214947.0,1402081.0,15.0
0.45,0.883,7.0,-4.094,0.0524,0.00193,0.0,0.293,0.328,93.41,214707.0,948494.0,14.0
0.437,0.835,2.0,-5.076,0.0405,0.00145,2.27e-05,0.245,0.296,95.111,195880.0,745206.0,13.0
0.483,0.631,10.0,-3.826,0.0356,0.214,0.0,0.0974,0.212,117.988,224107.0,1088007.0,14.0
0.416,0.178,11.0,-11.428,0.031,0.912,0.000138,0.342,0.0699,139.969,220360.0,19248.0,2.0
0.486,0.87,2.0,-4.947,0.0903,0.00679,3.15e-06,0.312,0.336,97.013,185533.0,364706.0,11.0
0.465,0.92,6.0,-4.368,0.084,6.38e-05,0.0527,0.562,0.233,96.433,269160.0,489674.0,12.0
0.543,0.485,8.0,-6.85,0.0305,0.558,0.0,0.12,0.371,136.961,223840.0,1217595.0,14.0
0.553,0.476,0.0,-8.869,0.0649,0.647,0.0,0.281,0.558,113.401,166147.0,341694.0,11.0
0.323,0.405,10.0,-8.533,0.0413,0.849,0.000544,0.138,0.274,145.104,194848.0,3417238.0,17.0
0.321,0.429,6.0,-7.073,0.0302,0.724,9.1e-05,0.0606,0.174,123.419,260907.0,2299905.0,16.0
0.354,0.411,0.0,-6.018,0.0344,0.815,1e-06,0.106,0.43,90.831,225080.0,649501.0,13.0
0.567,0.543,5.0,-4.485,0.0313,0.613,0.0,0.106,0.299,89.937,209965.0,575549.0,12.0
0.362,0.338,9.0,-9.321,0.0393,0.806,0.0,0.3,0.389,93.999,149640.0,649501.0,13.0
0.475,0.579,5.0,-4.096,0.0334,0.609,0.0,0.0756,0.466,178.151,182747.0,80320.0,7.0
0.333,0.377,6.0,-8.282,0.0343,0.722,0.0,0.0333,0.245,87.613,353920.0,83983.0,7.0
0.457,0.763,7.0,-3.459,0.255,0.318,0.0,0.0322,0.87,175.043,231360.0,44885.0,5.0
0.613,0.881,5.0,-4.59,0.0467,0.00602,0.0,0.0954,0.631,119.98,244493.0,250810.0,10.0
0.661,0.633,7.0,-5.986,0.0348,0.038,2.75e-06,0.124,0.613,81.984,209760.0,140683.0,8.0
0.768,0.809,4.0,-4.204,0.0616,0.278,0.0,0.139,0.748,111.989,177773.0,486011.0,12.0
0.601,0.836,1.0,-3.42,0.0342,0.0974,0.0,0.106,0.338,127.934,254747.0,10181.0,1.0
0.525,0.3,5.0,-8.005,0.0286,0.578,8.3e-06,0.116,0.206,80.993,236627.0,446216.0,11.0
0.333,0.907,0.0,-3.191,0.0959,0.153,0.0,0.395,0.353,187.826,191693.0,273725.0,10.0
0.68,0.888,9.0,-5.308,0.055,0.0527,2.82e-06,0.0575,0.484,90.076,169587.0,679238.0,13.0
0.579,0.622,6.0,-5.683,0.0284,0.357,0.0,0.116,0.646,80.0,194760.0,67393.0,6.0
0.591,0.703,10.0,-6.211,0.0256,0.0435,2.34e-06,0.145,0.402,95.993,247827.0,73267.0,6.0
0.744,0.723,2.0,-6.135,0.0606,0.512,0.0,0.257,0.673,81.024,141389.0,13968.0,1.0
0.563,0.839,7.0,-6.596,0.0488,0.766,0.0,0.873,0.651,160.029,227413.0,1256396.0,14.0
0.599,0.812,11.0,-5.749,0.0532,0.732,0.0,0.868,0.716,96.049,173587.0,872893.0,13.0
0.571,0.816,8.0,-6.011,0.0374,0.4,0.0,0.808,0.942,163.941,183759.0,429535.0,11.0
0.68,0.712,9.0,-6.781,0.0609,0.634,0.0,0.933,0.784,88.0,216818.0,237866.0,10.0
0.625,0.702,2.0,-7.615,0.0349,0.569,0.0,0.0881,0.715,160.112,194625.0,34629.0,4.0
0.611,0.849,9.0,-6.652,0.0415,0.773,0.0,0.982,0.907,80.067,156921.0,813640.0,13.0
0.515,0.895,8.0,-5.701,0.234,0.72,0.0,0.898,0.852,88.757,176587.0,1026494.0,14.0
0.46,0.796,0.0,-4.501,0.0333,0.00107,0.0,0.106,0.182,100.011,222067.0,260178.0,10.0
0.328,0.939,2.0,-1.654,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,233987.0,382968.0,11.0
0.447,0.966,7.0,-2.966,0.089,0.00349,0.000198,0.312,0.533,178.105,224597.0,468895.0,12.0
0.487,0.9,5.0,-4.54,0.0529,0.00204,6.42e-06,0.11,0.377,149.959,248373.0,533029.0,12.0
0.446,0.657,7.0,-4.494,0.0262,0.0022,0.0,0.189,0.215,152.132,250093.0,362660.0,11.0
0.507,0.966,1.0,-2.635,0.046,0.00159,0.0,0.336,0.502,136.035,188093.0,378720.0,11.0
0.354,0.942,7.0,-3.245,0.237,0.00039,6.36e-06,0.431,0.242,119.992,207987.0,227332.0,10.0
0.486,0.94,7.0,-4.237,0.0605,0.00919,0.0,0.0777,0.42,79.727,205653.0,264006.0,10.0
0.516,0.884,2.0,-3.706,0.0448,0.000254,0.000347,0.0478,0.448,107.96,336113.0,139277.0,8.0
0.416,0.964,9.0,-2.967,0.112,2.35e-05,0.000875,0.473,0.212,157.925,222739.0,37606.0,4.0
0.654,0.77,9.0,-6.091,0.0353,0.00342,0.0,0.0887,0.272,137.616,321293.0,417244.0,11.0
0.682,0.483,10.0,-7.718,0.0451,0.00103,0.0,0.159,0.108,84.012,280013.0,499510.0,12.0
0.664,0.393,6.0,-9.676,0.0864,0.00621,0.796,0.0877,0.267,191.669,165732.0,23533.0,3.0
0.641,0.765,9.0,-6.626,0.0383,0.000975,0.0,0.387,0.19,91.009,240613.0,179076.0,9.0
0.711,0.833,7.0,-4.818,0.154,0.135,0.0,0.301,0.545,106.094,207533.0,94540.0,7.0
0.794,0.811,5.0,-5.215,0.367,0.00824,0.0,0.558,0.588,98.511,116906.0,38256.0,4.0
0.71,0.81,8.0,-6.061,0.282,0.0246,1.22e-05,0.229,0.566,150.066,195299.0,14169.0,2.0
0.64,0.849,2.0,-5.684,0.153,0.058,0.0,0.303,0.64,76.983,249040.0,23719.0,3.0
