Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Likes,like_groups
0.572,0.214,7.0,-15.625,0.0293,0.649,0.129,0.125,0.485,95.542,225027.0,398229.0,11.0
0.559,0.524,2.0,-11.64,0.0462,0.318,0.00094,0.933,0.652,93.85,289027.0,603892.0,12.0
0.699,0.502,9.0,-12.526,0.0278,0.0607,0.0337,0.317,0.676,105.266,221640.0,30768.0,4.0
0.498,0.242,9.0,-12.238,0.0257,0.835,0.536,0.133,0.312,153.744,271760.0,806643.0,13.0
0.721,0.558,9.0,-8.8,0.0246,0.491,0.00538,0.181,0.542,96.895,234867.0,139440.0,8.0
0.73,0.639,7.0,-11.025,0.0524,0.0853,0.00221,0.102,0.658,94.395,263747.0,503032.0,12.0
0.69,0.5,4.0,-16.145,0.0909,0.598,0.0288,0.11,0.586,191.539,236093.0,46993.0,5.0
0.807,0.552,4.0,-6.568,0.0333,0.00886,0.000218,0.238,0.783,93.006,323440.0,21581.0,3.0
0.513,0.396,7.0,-13.061,0.0299,0.251,0.177,0.11,0.229,140.208,149880.0,115431.0,8.0
0.482,0.721,0.0,-6.839,0.0321,0.731,0.0,0.189,0.557,95.263,369600.0,259693.0,10.0
0.38,0.0993,2.0,-20.567,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,165427.0,180796.0,9.0
0.607,0.142,7.0,-23.455,0.0382,0.843,0.000197,0.121,0.305,118.867,220400.0,49336.0,5.0
0.509,0.827,0.0,-7.715,0.0782,0.0409,0.0,0.12,0.743,135.601,512733.0,235601.0,10.0
0.389,0.396,7.0,-7.999,0.0332,0.887,0.0,0.0828,0.585,171.86,192053.0,129508.0,8.0
0.6,0.243,4.0,-17.085,0.0366,0.89,0.0022,0.249,0.468,110.535,217400.0,108001.0,7.0
0.39,0.31,5.0,-14.545,0.0676,0.794,0.0,0.379,0.584,177.515,330533.0,49260.0,5.0
0.52,0.179,11.0,-21.976,0.0454,0.356,0.00344,0.131,0.407,155.746,197093.0,69574.0,6.0
0.486,0.241,4.0,-17.337,0.0366,0.413,3.51e-05,0.0928,0.614,106.574,301133.0,50731.0,5.0
0.527,0.415,4.0,-11.451,0.122,0.457,1.72e-05,0.117,0.515,78.169,125093.0,299548.0,10.0
0.692,0.651,9.0,-8.267,0.0324,0.292,0.00241,0.105,0.706,97.923,254560.0,648554.0,13.0
0.758,0.586,11.0,-13.461,0.056,0.033,0.0028,0.0743,0.947,154.629,228327.0,48282.0,5.0
0.731,0.312,4.0,-14.939,0.0878,0.593,1.69e-06,0.111,0.578,82.366,121080.0,54051.0,5.0
0.921,0.313,1.0,-12.543,0.0368,0.104,0.00118,0.0821,0.957,99.3,194428.0,16990.0,2.0
0.271,0.165,5.0,-20.652,0.0351,0.729,1.6e-06,0.118,0.203,77.082,139227.0,119456.0,8.0
0.558,0.123,0.0,-10.396,0.0525,0.809,0.00121,0.0916,0.341,70.16,206333.0,632632.0,13.0
0.663,0.264,0.0,-14.571,0.0914,0.706,0.0,0.1,0.657,122.482,354533.0,22988.0,3.0
0.172,0.0696,11.0,-21.295,0.0339,0.916,0.00199,0.137,0.103,167.974,298133.0,28977.0,4.0
0.0,0.405,0.0,-9.935,0.0,0.842,0.00114,0.198,0.0,0.0,147000.0,98026.0,7.0
0.723,0.0811,0.0,-14.113,0.0631,0.779,0.0,0.509,0.36,88.044,181493.0,73247.0,6.0
0.418,0.249,3.0,-13.744,0.0301,0.841,0.661,0.112,0.213,82.803,218547.0,2030885.0,16.0
0.386,0.319,4.0,-16.512,0.0332,0.776,0.965,0.106,0.661,157.614,239600.0,353981.0,11.0
0.23,0.159,5.0,-16.315,0.0323,0.907,0.924,0.102,0.039,70.614,156880.0,18778.0,2.0
0.685,0.307,0.0,-17.283,0.0305,0.797,0.28,0.0988,0.559,114.981,266194.0,321166.0,11.0
0.6,0.372,0.0,-10.477,0.0256,0.726,0.59,0.154,0.553,79.705,227493.0,19494.0,2.0
0.177,0.305,1.0,-14.082,0.036,0.937,0.827,0.0913,0.035,128.585,164613.0,136901.0,8.0
0.54,0.279,8.0,-12.031,0.0317,0.908,0.0414,0.109,0.218,79.71,190533.0,64841.0,6.0
0.303,0.0861,10.0,-20.265,0.0336,0.969,0.946,0.109,0.0401,135.452,144242.0,33082.0,4.0
0.693,0.396,9.0,-9.428,0.0298,0.826,0.803,0.0847,0.499,93.875,215453.0,78402.0,6.0
0.589,0.89,4.0,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907.0,1279548.0,15.0
0.384,0.921,11.0,-3.334,0.055,0.0948,0.0,0.168,0.471,89.922,208186.0,727898.0,13.0
0.519,0.961,2.0,-3.214,0.0642,0.000207,0.000419,0.195,0.344,93.466,234467.0,459142.0,12.0
0.383,0.9,7.0,-5.42,0.134,0.00085,1.94e-06,0.271,0.286,183.96,214797.0,246229.0,10.0
0.639,0.684,2.0,-5.619,0.0353,0.00966,0.0,0.194,0.465,88.05,137297.0,156422.0,8.0
0.585,0.912,10.0,-4.804,0.0889,0.00258,0.0,0.108,0.828,165.035,167832.0,46470.0,5.0
0.533,0.865,0.0,-5.469,0.0601,0.000428,8.83e-05,0.283,0.605,94.969,188127.0,76192.0,6.0
0.525,0.85,9.0,-5.469,0.0678,0.0571,0.0,0.0555,0.275,134.115,227847.0,129891.0,8.0
0.598,0.955,2.0,-4.52,0.0916,0.00122,0.0,0.243,0.402,119.126,209573.0,205379.0,9.0
0.454,0.913,9.0,-4.008,0.107,0.408,0.000271,0.248,0.521,137.688,293183.0,109771.0,7.0
0.346,0.749,6.0,-6.506,0.035,0.00167,8.86e-05,0.648,0.315,102.591,443240.0,492083.0,12.0
0.282,0.656,8.0,-6.557,0.0302,0.0105,0.0,0.0892,0.242,139.352,251867.0,625969.0,12.0
0.303,0.961,9.0,-5.333,0.243,0.00253,6.2e-05,0.132,0.305,146.591,257120.0,27848.0,3.0
0.307,0.748,2.0,-6.514,0.0568,0.212,0.000153,0.368,0.347,108.227,302648.0,437714.0,11.0
0.578,0.937,5.0,-3.926,0.0724,0.000963,2.25e-06,0.4,0.769,137.937,239827.0,50895.0,5.0
0.581,0.791,6.0,-7.262,0.0324,0.00835,6.02e-05,0.142,0.619,123.887,256293.0,41185.0,5.0
0.493,0.636,1.0,-7.408,0.0256,0.0629,2.49e-06,0.0921,0.279,79.419,284907.0,717595.0,13.0
0.318,0.87,5.0,-4.246,0.0652,0.000195,0.192,0.133,0.297,169.906,441402.0,181901.0,9.0
0.412,0.835,3.0,-4.342,0.0335,0.000434,0.457,0.106,0.313,81.958,280207.0,80923.0,7.0
0.573,0.902,6.0,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,225280.0,9457948.0,20.0
0.494,0.839,9.0,-8.79,0.0647,0.0534,0.0706,0.253,0.219,126.329,302400.0,431095.0,11.0
0.513,0.676,9.0,-6.148,0.0309,0.301,0.0,0.0864,0.311,116.592,228693.0,365211.0,11.0
0.437,0.188,9.0,-10.868,0.0307,0.92,1.26e-05,0.0988,0.223,103.883,184326.0,36004.0,4.0
0.394,0.547,2.0,-9.276,0.0383,0.436,0.000111,0.344,0.151,181.74,260227.0,277292.0,10.0
0.572,0.51,5.0,-9.99,0.0308,0.0329,0.103,0.163,0.188,103.973,284053.0,385466.0,11.0
0.514,0.71,2.0,-11.731,0.0316,0.017,0.007,0.29,0.861,161.108,231573.0,151584.0,8.0
0.472,0.204,9.0,-13.419,0.0408,0.966,4.12e-05,0.69,0.296,129.504,253907.0,1143798.0,14.0
0.646,0.929,7.0,-4.58,0.043,0.0517,0.0301,0.139,0.419,119.027,265653.0,41419.0,5.0
0.602,0.303,7.0,-15.077,0.0243,0.521,0.00582,0.139,0.255,99.006,171573.0,102737.0,7.0
0.465,0.977,7.0,-3.839,0.175,0.00111,0.00298,0.201,0.233,89.535,284027.0,364356.0,11.0
0.599,0.931,7.0,-4.653,0.0735,0.0302,6.69e-05,0.392,0.536,140.123,270427.0,189430.0,9.0
0.535,0.967,2.0,-4.082,0.0678,0.000885,0.0181,0.233,0.353,110.975,291307.0,183612.0,9.0
0.395,0.777,5.0,-5.848,0.0334,0.097,5.52e-06,0.197,0.12,75.575,239080.0,268415.0,10.0
0.5,0.946,5.0,-5.428,0.072,0.0221,4.21e-05,0.068,0.45,94.544,194987.0,88101.0,7.0
0.596,0.896,0.0,-4.635,0.0383,0.00761,0.000595,0.372,0.457,115.093,281960.0,145269.0,8.0
0.411,0.904,7.0,-6.652,0.063,9.37e-05,7.57e-06,0.565,0.679,112.24,194587.0,190883.0,9.0
0.485,0.949,0.0,-5.79,0.0404,0.00327,0.00631,0.115,0.742,135.972,247840.0,110013.0,7.0
0.498,0.984,2.0,-3.296,0.128,0.0363,2.96e-05,0.11,0.258,139.71,254040.0,99654.0,7.0
0.391,0.938,2.0,-4.86,0.0792,0.00177,1.06e-06,0.247,0.654,134.708,208400.0,91769.0,7.0
0.305,0.833,6.0,-7.981,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,206773.0,698037.0,13.0
0.355,0.791,8.0,-7.565,0.0453,0.00045,0.0,0.0969,0.758,106.392,285200.0,824909.0,13.0
0.384,0.561,3.0,-10.059,0.0296,0.373,0.253,0.0775,0.159,136.136,259200.0,42620.0,5.0
0.271,0.551,3.0,-8.46,0.0272,0.0307,0.000581,0.118,0.2,143.899,374333.0,606501.0,12.0
0.357,0.795,6.0,-5.909,0.0337,0.0134,0.00013,0.111,0.416,97.171,338227.0,161628.0,9.0
0.527,0.838,3.0,-6.013,0.0323,0.0206,0.00062,0.07,0.721,117.454,255573.0,123546.0,8.0
0.486,0.938,1.0,-6.652,0.0704,1.79e-05,0.000103,0.361,0.525,125.816,152560.0,103605.0,7.0
0.174,0.781,6.0,-7.066,0.0406,0.0452,0.00346,0.0822,0.276,81.37,254400.0,146122.0,8.0
0.551,0.724,10.0,-7.09,0.032,0.00451,0.000167,0.116,0.559,111.243,327893.0,101886.0,7.0
0.579,0.502,8.0,-7.57,0.0513,0.733,0.0,0.281,0.836,76.816,131733.0,14122.0,1.0
0.663,0.264,0.0,-14.571,0.0914,0.706,0.0,0.1,0.657,122.482,354533.0,22988.0,3.0
0.172,0.0696,11.0,-21.295,0.0339,0.916,0.00199,0.137,0.103,167.974,298133.0,139403.0,8.0
0.734,0.58,9.0,-6.619,0.0321,0.238,0.0006,0.0298,0.962,119.336,258693.0,786441.0,13.0
0.653,0.429,11.0,-10.473,0.0297,0.0849,0.00371,0.0693,0.627,146.073,274933.0,607057.0,12.0
0.629,0.364,11.0,-12.259,0.038,0.467,0.0204,0.0941,0.701,166.266,440467.0,882395.0,13.0
0.723,0.47,6.0,-11.302,0.028,0.633,0.0373,0.0968,0.783,97.107,251333.0,285876.0,10.0
0.742,0.42,9.0,-6.797,0.031,0.562,4.12e-05,0.0402,0.594,134.624,219427.0,195918.0,9.0
0.752,0.823,10.0,-9.455,0.0447,0.128,0.0098,0.303,0.962,91.563,277373.0,578213.0,12.0
0.738,0.792,1.0,-7.873,0.0378,0.309,0.39,0.0679,0.968,99.817,217467.0,143842.0,8.0
0.846,0.703,0.0,-5.76,0.0301,0.147,1.21e-05,0.071,0.964,107.767,270467.0,111456.0,7.0
0.68,0.389,8.0,-13.239,0.0545,0.0121,0.0834,0.105,0.68,80.145,332133.0,257711.0,10.0
0.607,0.422,10.0,-13.364,0.499,0.209,0.0,0.0839,0.563,130.47,226987.0,1317003.0,15.0
0.681,0.505,1.0,-11.709,0.138,0.137,0.0,0.234,0.399,89.953,260067.0,473024.0,12.0
0.73,0.746,1.0,-3.53,0.0517,0.0672,0.0,0.353,0.549,92.523,239440.0,584461.0,12.0
0.87,0.614,1.0,-8.694,0.251,0.00564,5.95e-05,0.123,0.644,98.931,191533.0,45600.0,5.0
0.833,0.431,2.0,-8.991,0.178,0.00195,0.000278,0.124,0.385,87.97,270493.0,34841.0,4.0
0.765,0.437,4.0,-10.122,0.0727,0.0271,1.31e-06,0.167,0.498,92.402,290293.0,2549466.0,17.0
0.747,0.646,7.0,-9.185,0.191,0.273,3.7e-06,0.0931,0.73,87.011,259333.0,604537.0,12.0
0.827,0.806,0.0,-8.156,0.301,0.216,0.0,0.27,0.528,136.036,249827.0,59814.0,6.0
0.429,0.258,7.0,-16.967,0.0549,0.957,0.893,0.115,0.0972,78.809,112353.0,20158.0,3.0
0.4,0.247,5.0,-18.249,0.0423,0.818,0.64,0.119,0.394,162.078,201853.0,137622.0,8.0
0.48,0.163,5.0,-19.117,0.0645,0.81,0.754,0.093,0.212,158.366,204147.0,137622.0,8.0
0.33,0.0649,3.0,-25.176,0.0443,0.898,6.19e-05,0.0931,0.34,83.398,117907.0,137622.0,8.0
0.429,0.594,4.0,-6.251,0.0277,0.156,4.95e-06,0.1,0.236,150.22,265000.0,997035.0,14.0
0.599,0.732,5.0,-6.843,0.026,0.0145,0.000467,0.143,0.295,97.997,263867.0,1299086.0,15.0
0.243,0.609,10.0,-8.451,0.0323,0.663,1.13e-05,0.221,0.333,166.668,258027.0,252380.0,10.0
0.715,0.791,10.0,-6.63,0.0414,0.0368,0.0,0.0694,0.879,116.043,201053.0,740856.0,13.0
0.478,0.965,10.0,-5.022,0.0642,0.000169,0.00251,0.0854,0.347,125.152,262000.0,93766.0,7.0
0.654,0.515,0.0,-12.185,0.0261,0.429,5.62e-06,0.174,0.677,106.191,170493.0,276258.0,10.0
0.433,0.708,1.0,-7.498,0.0301,0.0371,0.0,0.0996,0.612,164.001,203438.0,27724.0,3.0
0.562,0.857,5.0,-5.173,0.0589,0.00303,2.23e-06,0.284,0.759,96.231,260400.0,357275.0,11.0
0.486,0.525,6.0,-7.31,0.0341,0.172,0.0,0.134,0.291,156.207,204640.0,83668.0,7.0
0.303,0.187,2.0,-16.757,0.0356,0.989,0.489,0.101,0.213,132.731,160853.0,1939359.0,16.0
0.264,0.128,9.0,-15.443,0.034,0.885,0.352,0.105,0.0774,148.499,370667.0,118927.0,8.0
0.373,0.157,4.0,-16.714,0.0331,0.98,0.0103,0.0837,0.319,77.483,175644.0,68852.0,6.0
0.459,0.0698,6.0,-16.827,0.035,0.991,0.103,0.109,0.232,105.202,187373.0,62809.0,6.0
0.309,0.333,3.0,-13.012,0.0311,0.967,0.594,0.274,0.272,144.553,272467.0,240853.0,10.0
0.65,0.315,6.0,-13.781,0.0388,0.851,0.000261,0.123,0.578,125.231,194000.0,35807.0,4.0
0.877,0.637,1.0,-3.493,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,272080.0,1749518.0,15.0
0.648,0.759,6.0,-4.315,0.306,0.0142,0.0,0.648,0.518,85.996,324307.0,2212839.0,16.0
0.82,0.809,4.0,-6.759,0.251,0.443,0.00175,0.0613,0.737,83.011,231240.0,403945.0,11.0
0.906,0.623,1.0,-6.711,0.303,0.00864,4.19e-06,0.0753,0.715,99.498,194293.0,293459.0,10.0
0.49,0.923,11.0,-3.99,0.304,0.0078,1.2e-05,0.11,0.72,79.675,237233.0,63107.0,6.0
0.591,0.855,11.0,-8.339,0.339,0.00832,5.87e-05,0.771,0.78,136.734,158467.0,145123.0,8.0
0.658,0.551,1.0,-6.62,0.37,0.0043,0.000108,0.197,0.442,138.335,214960.0,547052.0,12.0
0.542,0.485,5.0,-13.131,0.439,0.792,0.00198,0.102,0.698,174.836,202451.0,19870.0,2.0
0.673,0.607,4.0,-8.855,0.219,0.019,0.0,0.0708,0.526,86.055,252360.0,2212839.0,16.0
0.697,0.793,6.0,-4.699,0.323,0.0844,0.0,0.0619,0.56,89.767,238600.0,189648.0,9.0
0.774,0.511,11.0,-8.914,0.0319,0.322,0.0,0.0672,0.771,94.736,227653.0,142981.0,8.0
0.582,0.272,2.0,-5.662,0.0501,0.875,0.0,0.13,0.354,205.846,188238.0,2539804.0,17.0
0.471,0.494,7.0,-10.407,0.0312,0.387,0.0944,0.617,0.373,79.255,229827.0,116240.0,8.0
0.715,0.374,8.0,-6.665,0.0399,0.627,0.0,0.11,0.633,89.982,143531.0,72314.0,6.0
0.605,0.404,4.0,-12.366,0.0256,0.588,0.00143,0.104,0.867,94.285,153413.0,10881.0,1.0
0.712,0.0862,9.0,-17.696,0.0325,0.814,0.000259,0.191,0.315,90.666,115293.0,11454.0,1.0
0.714,0.735,4.0,-7.125,0.0306,0.176,0.000622,0.115,0.68,123.57,222227.0,239386.0,10.0
0.717,0.837,8.0,-6.968,0.0282,0.155,1.15e-05,0.422,0.919,129.881,161440.0,17713.0,2.0
0.639,0.745,2.0,-5.455,0.0291,0.153,4.33e-06,0.914,0.582,117.454,242413.0,218216.0,9.0
0.549,0.916,2.0,-4.316,0.0279,0.188,9.9e-06,0.161,0.704,136.993,221720.0,119571.0,8.0
0.621,0.706,7.0,-11.262,0.0283,0.0185,0.0,0.436,0.88,137.145,290064.0,12264.0,1.0
0.624,0.707,0.0,-8.233,0.0291,0.262,0.0,0.963,0.368,121.961,293227.0,134217.0,8.0
0.726,0.837,9.0,-5.325,0.032,0.257,1.31e-05,0.322,0.559,120.04,295013.0,58787.0,6.0
0.603,0.843,9.0,-7.597,0.0557,0.0031,0.0337,0.445,0.503,172.676,194867.0,497777.0,12.0
0.506,0.809,10.0,-5.754,0.0539,0.0291,0.000234,0.0909,0.559,119.651,184360.0,44216.0,5.0
0.596,0.947,11.0,-3.225,0.0547,0.00321,3.78e-05,0.0897,0.487,102.238,132853.0,29580.0,4.0
0.581,0.826,1.0,-5.603,0.0816,0.224,0.00128,0.0506,0.573,168.561,270680.0,167010.0,9.0
0.663,0.84,0.0,-5.122,0.0434,0.0436,6.31e-06,0.0491,0.828,148.018,235467.0,36679.0,4.0
0.715,0.655,5.0,-5.737,0.0344,0.00944,0.000177,0.0861,0.433,111.0,261840.0,17670.0,2.0
0.67,0.922,5.0,-4.496,0.0779,0.138,0.00643,0.0544,0.964,77.677,201360.0,24508.0,3.0
0.435,0.104,6.0,-22.39,0.0445,0.973,0.33,0.119,0.162,120.484,279316.0,244788.0,10.0
0.365,0.273,4.0,-16.526,0.038,0.94,0.431,0.109,0.238,132.285,248965.0,204629.0,9.0
0.252,0.314,5.0,-18.197,0.0407,0.942,0.676,0.0892,0.2,75.056,247808.0,224423.0,10.0
0.514,0.16,4.0,-21.04,0.0383,0.986,0.0176,0.113,0.395,169.898,239508.0,78690.0,6.0
0.493,0.171,7.0,-20.696,0.0317,0.98,0.263,0.126,0.296,90.928,307698.0,161891.0,9.0
0.462,0.187,4.0,-19.991,0.0304,0.954,0.847,0.0985,0.252,140.096,135444.0,17659.0,2.0
0.51,0.146,3.0,-19.585,0.0389,0.987,0.0688,0.107,0.498,159.034,284131.0,49505.0,5.0
0.519,0.163,0.0,-18.131,0.0489,0.926,0.751,0.115,0.356,142.119,168040.0,11495.0,1.0
0.581,0.286,4.0,-18.645,0.0339,0.993,0.908,0.0896,0.369,140.188,133267.0,23871.0,3.0
0.367,0.452,10.0,-10.422,0.0307,0.0353,0.00228,0.689,0.189,113.066,520787.0,1279053.0,15.0
0.898,0.271,7.0,-12.238,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240.0,519736.0,12.0
0.729,0.989,9.0,-4.613,0.049,0.0102,4.45e-05,0.443,0.84,126.47,352906.0,678837.0,13.0
0.761,0.67,2.0,-12.759,0.0438,0.21,0.000426,0.0684,0.91,120.75,215173.0,348189.0,11.0
0.309,0.93,11.0,-6.399,0.125,0.0192,0.0022,0.106,0.376,195.815,280000.0,196994.0,9.0
0.489,0.693,6.0,-4.952,0.0427,0.0182,5.63e-06,0.304,0.453,185.758,265320.0,72433.0,6.0
0.864,0.826,10.0,-5.496,0.0814,0.23,2.36e-06,0.0663,0.596,118.955,373747.0,203541.0,9.0
0.731,0.75,2.0,-10.457,0.0321,0.0862,0.000388,0.202,0.639,135.406,178987.0,52412.0,5.0
0.812,0.506,1.0,-8.825,0.0453,0.0399,0.0847,0.0671,0.727,114.832,347667.0,183216.0,9.0
0.789,0.808,1.0,-6.176,0.0881,0.148,1.32e-05,0.84,0.803,123.011,188373.0,232658.0,10.0
0.763,0.777,5.0,-6.932,0.0364,0.281,0.79,0.134,0.929,124.431,208600.0,561800.0,12.0
0.694,0.719,6.0,-12.734,0.048,0.47,0.00121,0.44,0.972,126.212,220733.0,3435429.0,17.0
0.729,0.851,7.0,-7.033,0.0362,0.13,0.000912,0.443,0.741,115.118,261267.0,884751.0,13.0
0.647,0.868,0.0,-6.427,0.106,0.088,0.124,0.129,0.804,121.82,242240.0,73583.0,6.0
0.746,0.76,2.0,-6.009,0.105,0.0342,2.18e-05,0.31,0.902,128.976,276080.0,1373934.0,15.0
0.774,0.824,0.0,-5.961,0.0367,0.22,0.0,0.286,0.93,112.517,242187.0,112003.0,7.0
0.809,0.872,11.0,-4.729,0.0792,0.00581,0.545,0.0637,0.969,123.996,154859.0,561800.0,12.0
0.781,0.936,1.0,-5.843,0.0293,0.286,0.0522,0.303,0.98,131.659,225627.0,360042.0,11.0
0.67,0.351,2.0,-16.842,0.0463,0.48,0.0176,0.115,0.45,101.384,182653.0,335189.0,11.0
0.427,0.813,0.0,-9.02,0.0737,0.0713,0.109,0.873,0.344,106.859,134267.0,58294.0,6.0
0.524,0.261,2.0,-13.868,0.0272,0.755,0.00105,0.144,0.201,73.36,212667.0,442638.0,11.0
0.684,0.495,10.0,-13.877,0.0422,0.47,6.98e-05,0.157,0.528,101.999,247000.0,28501.0,4.0
0.626,0.04,4.0,-19.994,0.0405,0.928,0.00178,0.11,0.418,117.136,138600.0,105516.0,7.0
0.709,0.729,4.0,-8.567,0.0454,0.588,0.0757,0.816,0.763,111.138,152707.0,59786.0,6.0
0.411,0.859,4.0,-7.382,0.085,0.0671,0.00201,0.958,0.36,112.228,156173.0,59786.0,6.0
0.693,0.454,2.0,-12.44,0.0332,0.796,0.000154,0.143,0.54,122.641,287627.0,130094.0,8.0
0.625,0.523,1.0,-14.647,0.0311,0.526,0.0564,0.252,0.723,148.03,192427.0,22232.0,3.0
0.491,0.583,7.0,-10.964,0.0376,0.185,0.0,0.406,0.908,150.566,183307.0,423722.0,11.0
0.608,0.524,8.0,-10.266,0.0309,0.367,0.00254,0.115,0.797,86.204,205613.0,38657.0,4.0
0.575,0.188,9.0,-18.758,0.0959,0.841,4.37e-05,0.228,0.334,77.464,155453.0,54558.0,5.0
0.66,0.541,0.0,-7.851,0.0576,0.658,0.00127,0.0928,0.693,93.744,197160.0,131987.0,8.0
0.606,0.282,9.0,-12.207,0.0339,0.501,8.3e-06,0.152,0.563,67.409,274040.0,69344.0,6.0
0.329,0.477,4.0,-10.266,0.034,0.276,0.0139,0.136,0.182,143.532,260387.0,67707.0,6.0
0.568,0.714,7.0,-7.139,0.0445,0.174,0.0,0.0429,0.955,146.338,213600.0,25987.0,3.0
0.593,0.468,7.0,-11.165,0.0285,0.35,3.52e-05,0.0919,0.597,75.798,272160.0,64580.0,6.0
0.474,0.351,7.0,-8.296,0.0286,0.382,0.00108,0.0802,0.235,140.804,249627.0,33336.0,4.0
0.765,0.29,4.0,-17.117,0.139,0.0279,0.0,0.571,0.506,92.409,298773.0,2549466.0,17.0
0.535,0.505,2.0,-8.926,0.245,0.0393,0.0,0.0923,0.495,99.935,320267.0,1046356.0,14.0
0.607,0.422,10.0,-13.364,0.499,0.209,0.0,0.0839,0.563,130.47,226987.0,1317003.0,15.0
0.593,0.619,3.0,-9.003,0.0976,0.118,0.0,0.484,0.668,80.02,326533.0,731399.0,13.0
0.747,0.662,1.0,-7.9,0.0796,0.0118,0.0,0.138,0.63,88.926,221467.0,353016.0,11.0
0.681,0.505,1.0,-11.709,0.138,0.137,0.0,0.234,0.399,89.953,260067.0,473024.0,12.0
0.539,0.363,10.0,-13.888,0.166,0.701,3.18e-06,0.14,0.549,136.422,350533.0,161757.0,9.0
0.832,0.749,2.0,-6.129,0.37,0.0998,3.74e-06,0.0837,0.65,94.899,333907.0,20405.0,3.0
0.655,0.647,1.0,-9.465,0.0903,0.19,0.00877,0.0412,0.931,80.077,280760.0,60342.0,6.0
0.843,0.789,7.0,-2.801,0.247,0.0028,2.41e-05,0.0322,0.571,125.071,182413.0,1114973.0,14.0
0.818,0.799,1.0,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,213733.0,10125701.0,
0.835,0.757,8.0,-5.029,0.23,0.00647,0.0,0.29,0.626,82.038,274387.0,637212.0,13.0
0.811,0.726,2.0,-6.726,0.323,0.362,1.88e-06,0.121,0.57,150.061,235897.0,432912.0,11.0
0.702,0.906,2.0,-4.811,0.032,0.00659,1.07e-05,0.104,0.667,120.021,159820.0,176658.0,9.0
0.805,0.968,10.0,-3.909,0.227,0.00707,0.00091,0.368,0.211,127.984,133125.0,22407.0,3.0
0.876,0.984,10.0,-2.018,0.274,0.233,0.0,0.0505,0.642,99.976,250747.0,192603.0,9.0
0.714,0.817,6.0,-7.524,0.188,0.0435,0.0,0.122,0.637,96.021,283040.0,17687.0,2.0
0.855,0.968,1.0,-3.278,0.157,0.0143,0.0025,0.0988,0.798,103.005,226107.0,159374.0,9.0
0.849,0.887,1.0,-3.083,0.285,0.00739,0.0,0.375,0.814,149.956,281080.0,1412004.0,15.0
0.631,0.751,8.0,-6.457,0.0284,0.449,0.0,0.286,0.685,143.924,284467.0,1213946.0,14.0
0.611,0.674,7.0,-6.143,0.0279,0.0961,0.0,0.129,0.261,133.906,281027.0,1352278.0,15.0
0.69,0.902,6.0,-4.269,0.0407,0.112,0.0,0.175,0.786,92.988,225987.0,677360.0,13.0
0.695,0.954,0.0,-3.501,0.0607,0.0183,0.0,0.249,0.796,124.961,205920.0,738986.0,13.0
0.573,0.642,11.0,-6.873,0.0272,0.189,0.0,0.221,0.492,140.264,288947.0,656524.0,13.0
0.615,0.615,1.0,-7.939,0.0309,0.0189,1.78e-05,0.192,0.491,139.956,285067.0,714967.0,13.0
0.31,0.13,0.0,-14.14,0.0314,0.62,2.94e-06,0.0887,0.0809,103.821,217227.0,186770.0,9.0
0.521,0.566,9.0,-7.441,0.0329,0.0747,0.0,0.244,0.654,149.855,263667.0,236820.0,10.0
0.337,0.376,1.0,-15.19,0.0313,0.455,0.0,0.113,0.255,97.311,173560.0,115057.0,8.0
0.606,0.706,0.0,-9.665,0.0379,0.362,0.0,0.16,0.819,174.533,148160.0,750611.0,13.0
0.571,0.818,4.0,-6.539,0.0415,0.151,0.0,0.348,0.728,163.045,158627.0,333303.0,11.0
0.713,0.579,11.0,-8.066,0.0413,0.338,0.0,0.174,0.511,125.179,242733.0,138429.0,8.0
0.713,0.768,2.0,-6.702,0.0363,0.22,0.0,0.177,0.878,125.203,230267.0,271609.0,10.0
0.641,0.637,7.0,-10.92,0.0262,0.0495,0.000138,0.267,0.793,147.502,171067.0,73518.0,6.0
0.706,0.757,7.0,-7.543,0.0323,0.494,7.63e-05,0.116,0.69,120.967,279067.0,34029.0,4.0
0.73,0.684,9.0,-10.803,0.0351,0.259,1.53e-06,0.111,0.564,139.037,246080.0,413507.0,11.0
0.559,0.301,2.0,-10.522,0.0294,0.708,0.000561,0.152,0.25,125.584,270680.0,1099163.0,14.0
0.713,0.678,5.0,-3.525,0.102,0.273,0.0,0.149,0.734,138.009,271333.0,1700270.0,15.0
0.845,0.576,11.0,-5.15,0.153,0.139,0.0,0.0764,0.461,127.641,256027.0,968294.0,14.0
0.514,0.911,1.0,-2.027,0.41,0.0559,0.0,0.775,0.619,161.109,254027.0,1153168.0,14.0
0.771,0.685,1.0,-4.639,0.0567,0.00543,0.00157,0.0537,0.683,88.997,230200.0,221038.0,9.0
0.73,0.602,6.0,-3.782,0.206,0.362,3.69e-06,0.169,0.927,97.954,221133.0,411414.0,11.0
