Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Likes
0.52,0.27,8,-9.806,0.0299,0.616,0,0.109,0.509,110.789,166547,47994
0.651,0.889,5,-5.236,0.0694,0.00308,0,0.417,0.813,107.009,213413,3201
0.473,0.619,7,-3.823,0.0336,0.0383,0,0.189,0.274,123.857,230200,48496
0.409,0.774,7,-4.716,0.122,0.606,1.63E-06,0.0821,0.734,110.033,260133,568412
0.62,0.698,6,-4.38,0.0449,0.0168,0,0.153,0.617,90.059,211800,415134
0.577,0.96,9,-3.811,0.0636,0.0193,9.56E-06,0.0498,0.701,173.988,227400,36653
0.61,0.53,6,-7.132,0.0253,0.247,0,0.35,0.305,110.778,181907,98441
0.718,0.382,4,-7.782,0.036,0.831,0,0.0986,0.358,130.835,221773,374938
0.572,0.385,7,-6.362,0.0308,0.371,0,0.231,0.323,95.799,215733,7651913
0.451,0.34,7,-7.466,0.031,0.763,2.49E-06,0.135,0.221,110.502,281067,2741971
0.421,0.535,0,-6.556,0.0288,0.348,0.000194,0.194,0.221,62.671,177293,26815
0.699,0.282,7,-7.65,0.0374,0.798,1.23E-06,0.0981,0.359,79.776,159293,219540
0.625,0.356,2,-9.044,0.0319,0.392,0.00129,0.1,0.325,114.805,199200,33981
0.373,0.937,11,-2.133,0.0834,0.000811,6.37E-05,0.815,0.46,150.242,183773,34218
0.684,0.612,9,-4.653,0.0287,0.171,1.53E-05,0.103,0.561,93.964,237307,4528
0.565,0.482,7,-6.621,0.0251,0.0385,1.98E-05,0.107,0.342,67.479,86160,12970
0.285,0.787,9,-3.641,0.036,0.0145,0.00043,0.817,0.636,175.693,183227,3383
0.584,0.915,0,-7.339,0.0579,0.173,0.822,0.842,0.359,99.983,172320,28408
0.566,0.885,8,-4.528,0.0818,0.0958,9.97E-05,0.334,0.304,90.99,232893,1637603
0.554,0.854,6,-6.263,0.0567,0.102,9.26E-05,0.554,0.387,82.012,257744,84898
0.668,0.982,9,-4.754,0.0911,0.152,0.00613,0.0784,0.691,127.504,165686,3369
0.725,0.835,5,-3.95,0.0362,0.0849,6.29E-06,0.0809,0.845,120.023,204253,315107
0.618,0.842,9,-4.384,0.0772,0.0452,0.000216,0.0737,0.734,175.989,189187,94366
0.74,0.284,6,-7.833,0.0342,0.847,0,0.11,0.374,108.279,237923,5515
0.629,0.884,5,-4.984,0.0431,0.00232,3.77E-05,0.359,0.455,125.961,188333,7364
0.567,0.753,4,-4.823,0.0406,0.00862,0.00183,0.127,0.566,120.098,163840,1303
0.379,0.92,8,-3.85,0.15,0.103,0,0.22,0.278,181.574,232153,6359
0.532,0.487,0,-7.5,0.0264,0.368,9.64E-05,0.148,0.162,96.335,185000,122822
0.567,0.761,1,-6.458,0.276,0.0427,1.41E-05,0.18,0.484,99.995,245241,130131
0.67,0.607,5,-6.44,0.444,0.396,0,0.238,0.863,199.666,175677,147930
0.702,0.652,10,-5.587,0.318,0.0608,2.21E-06,0.277,0.524,178.011,208000,191037
0.571,0.747,7,-4.659,0.17,0.478,0,0.116,0.635,106.253,259651,110852
0.634,0.833,7,-5.1,0.25,0.297,0,0.367,0.714,96.881,166802,54122
0.547,0.558,9,-6.745,0.309,0.112,0,0.112,0.422,93.872,215776,278543
0.6,0.602,5,-9.643,0.352,0.376,0,0.133,0.676,97.422,195476,63275
0.623,0.481,1,-7.26,0.33,0.307,0,0.138,0.514,123.057,185066,162102
0.573,0.427,10,-9,0.05,0.0675,9.25E-05,0.101,0.127,91.405,177899,34073
0.384,0.621,5,-5.723,0.132,0.687,1.82E-06,0.141,0.409,79.924,236425,147930
0.594,0.698,6,-8.645,0.0428,0.103,0,0.173,0.376,119.991,246093,3212943
0.669,0.449,0,-7.658,0.0489,0.184,0,0.0729,0.327,114.926,213493,8893049
0.375,0.255,10,-12.279,0.0376,0.815,0,0.0845,0.331,95.978,316280,2768700
0.776,0.641,8,-6.925,0.0981,0.0486,5.77E-06,0.0977,0.437,128.05,214760,57036
0.531,0.587,6,-6.995,0.0328,0.271,0,0.228,0.208,93.023,272760,1592019
0.661,0.813,5,-4.428,0.347,0.335,0,0.169,0.459,127.808,176933,975556
0.278,0.371,6,-10.154,0.035,0.184,0,0.224,0.0979,61.043,227640,6866
0.563,0.541,11,-8.458,0.0359,0.296,0.000352,0.104,0.165,131.947,309947,52129
0.748,0.752,5,-6.828,0.0705,0.0185,5.41E-06,0.118,0.73,86.005,256413,2299
0.574,0.291,10,-11.337,0.0297,0.758,0,0.143,0.289,96.073,297973,17704
0.664,0.714,7,-6.645,0.111,0.0353,8.42E-06,0.0843,0.71,101.969,197933,8005631
0.768,0.82,7,-4.63,0.0474,0.179,0,0.689,0.625,129.965,213293,848674
0.837,0.515,7,-4.065,0.0793,0.103,0,0.233,0.769,129.001,227840,848674
0.699,0.882,4,-3.896,0.0311,0.00296,0.0544,0.13,0.657,120.016,196813,498685
0.723,0.64,0,-6.006,0.0389,0.122,5.06E-06,0.204,0.456,136.034,178852,63743
0.637,0.318,10,-10.07,0.0716,0.622,1.58E-06,0.125,0.383,74.11,280800,8005631
0.626,0.67,7,-5.381,0.0534,0.318,0,0.0429,0.523,73.422,223253,280496
0.736,0.688,2,-5.736,0.0478,0.207,0.499,0.402,0.36,102.009,178400,526159
0.599,0.598,11,-4.885,0.114,0.012,0,0.214,0.267,86.895,210678,6522
0.757,0.675,7,-11.561,0.0393,0.0554,3.88E-05,0.0846,0.616,128.988,232438,919
0.627,0.816,11,-1.889,0.0405,0.56,0,0.735,0.64,123.968,176492,
0.582,0.891,1,-4.709,0.0947,0.538,0,0.378,0.661,155.907,137958,
0.672,0.919,2,-3.424,0.213,0.436,0,0.772,0.686,139.883,164526,
0.63,0.944,2,-3.684,0.18,0.28,0,0.881,0.619,159.815,166016,
0.541,0.869,2,-1.875,0.0601,0.476,0,0.868,0.494,129.82,188952,
0.592,0.895,0,-2.658,0.0666,0.419,0,0.7,0.783,155.938,165824,
0.548,0.801,7,-3.853,0.0555,0.482,0,0.741,0.507,113.316,219738,
0.674,0.864,2,-5.117,0.0357,0.303,0,0.897,0.867,121.972,162418,
0.667,0.863,7,-4.521,0.0528,0.219,0,0.697,0.85,135.962,186085,
0.564,0.885,2,-4.501,0.0624,0.443,0,0.737,0.825,159.996,164928,
0.613,0.641,8,-9.841,0.188,0.703,0,0.183,0.803,93.805,471768,4262673
0.725,0.585,5,-5.675,0.109,0.244,0,0.11,0.409,113.151,202899,82970
0.739,0.636,8,-5.975,0.0737,0.257,0,0.175,0.442,142.055,682817,1929536
0.809,0.483,4,-5.972,0.0945,0.62,3.34E-05,0.107,0.561,140.008,193697,53473
0.47,0.739,8,-6.343,0.175,0.323,0,0.111,0.425,103.004,293010,3477
0.457,0.763,5,-6.985,0.0832,0.116,0,0.188,0.119,90.259,219334,534997
0.779,0.779,4,-3.715,0.116,0.396,0,0.35,0.513,125.942,126679,
0.586,0.754,1,-3.949,0.293,0.393,3.25E-05,0.104,0.676,74.638,237941,30387
0.808,0.588,8,-4.916,0.0581,0.0426,0.000685,0.136,0.111,124.994,179488,16474
0.462,0.686,10,-6.395,0.368,0.696,0,0.144,0.639,78.646,206379,15096
0.748,0.69,0,-3.812,0.0477,0.0353,0,0.315,0.433,131.972,233251,1684510
0.733,0.814,6,-2.817,0.145,0.0708,0,0.118,0.483,172.104,171640,75762
0.687,0.778,1,-6.623,0.101,0.209,0,0.117,0.865,172.047,240733,1232484
0.777,0.755,4,-3.641,0.08,0.0576,0,0.216,0.783,95.078,197145,92995
0.775,0.558,11,-4.378,0.0859,0.111,0,0.093,0.802,90.991,181978,16963
0.713,0.855,1,-2.412,0.0841,0.253,0.000147,0.287,0.828,179.946,272642,1829
0.743,0.76,1,-5.48,0.13,0.224,0,0.362,0.756,81.007,276573,11145
0.599,0.673,11,-5.167,0.242,0.0689,0,0.232,0.519,91.804,218041,73260
0.782,0.884,4,-2.593,0.0548,0.0757,0,0.136,0.788,99.97,199200,9389
0.783,0.755,1,-6.727,0.065,0.103,0,0.215,0.545,94.021,227747,25881
0.858,0.678,1,-3.87,0.0469,0.0761,0,0.0741,0.922,117.009,188453,
0.682,0.927,4,-2.915,0.0479,0.0843,0,0.149,0.744,101.019,195613,
0.605,0.902,10,-5.406,0.0511,0.0185,1.01E-06,0.0534,0.875,132.612,202587,
0.629,0.806,2,-5.264,0.0442,0.0102,1.72E-05,0.112,0.409,119.966,234333,
0.56,0.88,7,-3.953,0.0567,0.115,0,0.299,0.573,129.97,194427,
0.545,0.686,10,-4.081,0.0665,0.00265,0,0.477,0.486,127.996,186493,
0.62,0.845,2,-4.99,0.047,0.0103,0,0.107,0.398,120.091,210853,
0.71,0.935,7,-3.339,0.193,0.14,0,0.0593,0.914,145.063,175333,
0.571,0.896,6,-3.183,0.132,0.0207,0,0.145,0.543,136.06,189773,
0.615,0.866,6,-3.777,0.0621,0.0695,0,0.185,0.655,136.051,189853,
0.563,0.739,6,-4.239,0.0416,0.00073,1.45E-05,0.0822,0.775,139,191707,939420
0.454,0.873,2,-5.072,0.122,0.000244,1.73E-05,0.0847,0.562,159.814,167773,499468
0.647,0.834,0,-5.321,0.0326,0.00572,0.000689,0.182,0.641,119.925,164187,153410
0.649,0.528,4,-5.642,0.0288,0.00965,0.000435,0.108,0.598,96.977,187720,148198
0.474,0.753,9,-5.058,0.217,2.71E-05,0.0987,0.211,0.67,162.923,177427,81359
0.543,0.865,2,-4.644,0.134,5.15E-05,0.000276,0.116,0.579,130.02,222880,51883
0.57,0.865,5,-2.291,0.048,0.0117,0,0.182,0.752,159.966,185944,7085
0.601,0.75,2,-6.626,0.032,0.00512,0.00789,0.336,0.736,94.004,230853,80544
0.53,0.752,0,-5.16,0.043,0.0001,0.00176,0.0926,0.529,148.038,236440,82998
0.457,0.805,4,-5.434,0.103,5.44E-05,0.0123,0.0874,0.387,136.02,210733,25132
0.542,0.795,4,-3.63,0.0368,0.00506,0.019,0.0851,0.431,92.234,227160,357263
0.477,0.483,4,-9.413,0.0364,0.0027,0.783,0.156,0.123,170.026,248347,691110
0.585,0.85,6,-4.113,0.035,0.0133,0.208,0.0729,0.517,115.27,181585,7972
0.535,0.402,9,-10.884,0.031,0.000748,0.734,0.0812,0.0862,142.847,214395,691110
0.646,0.758,10,-4.34,0.0314,0.191,0.097,0.103,0.424,91.998,249067,346365
0.558,0.642,5,-5.206,0.0321,7.19E-05,0.00746,0.201,0.482,99.977,258187,32636
0.646,0.897,10,-3.265,0.0982,0.00955,0.0868,0.135,0.914,167.975,194539,241
0.559,0.452,0,-6.549,0.0282,0.00179,0.00135,0.376,0.197,80.038,177693,33605
0.337,0.859,2,-3.189,0.106,0.0484,0,0.203,0.265,188.049,223227,150492
0.504,0.945,7,-4.625,0.0504,0.00242,0.00257,0.536,0.744,97.972,219507,131596
0.711,0.508,7,-7.299,0.0502,0.0355,0,0.141,0.663,98.098,217800,1667653
0.775,0.496,10,-5.652,0.0354,0.0393,0,0.526,0.204,95.072,197813,350140
0.797,0.469,8,-8.112,0.0646,0.0599,0,0.0753,0.481,103.057,224240,1058576
0.762,0.611,9,-5.462,0.0876,0.122,0.000315,0.141,0.386,99.934,206760,506542
0.597,0.545,8,-6.956,0.102,0.339,0,0.107,0.344,134.043,250558,278918
0.616,0.669,8,-8.171,0.213,0.00487,0.000104,0.134,0.846,129.263,162850,6330
0.696,0.801,5,-5.641,0.0952,0.0469,0,0.502,0.536,93.003,211909,1666557
0.882,0.53,5,-5.771,0.0379,0.0187,0,0.097,0.256,99.015,206280,395606
0.703,0.758,7,-4.93,0.0349,0.0625,3.58E-05,0.209,0.633,92.029,149367,1452
0.623,0.889,7,-2.169,0.0367,0.0939,0,0.358,0.466,149.931,169500,21059
0.897,0.816,7,-5.357,0.239,0.0395,0.000549,0.26,0.637,143.913,200208,641052
0.504,0.966,0,-3.072,0.389,0.282,1.89E-06,0.0733,0.414,151.031,226500,17395
0.832,0.962,7,-5.859,0.0959,0.517,0.00239,0.0857,0.359,130.006,218418,397705
0.451,0.965,1,-2.11,0.264,0.218,0,0.32,0.514,74.789,222400,103672
0.818,0.93,11,-2.982,0.247,0.33,0,0.658,0.831,113.988,252632,1992244
0.728,0.861,0,-5.852,0.165,0.2,0.00106,0.0256,0.662,87.467,236057,532805
0.799,0.929,0,-3.231,0.0668,0.253,0.000462,0.24,0.952,127.999,231562,321662
0.939,0.933,10,-2.688,0.0819,0.235,1.04E-06,0.0293,0.708,122.994,247827,721469
0.506,0.804,4,-7.277,0.104,0.361,4.07E-06,0.544,0.748,81.795,235520,628
0.707,0.723,0,-5.114,0.359,0.347,0,0.13,0.286,124.376,222767,49617
0.872,0.725,7,-6.534,0.465,0.309,1.27E-06,0.357,0.5,128.058,197133,166941
0.516,0.976,11,-5.143,0.309,0.168,0,0.0931,0.7,84.131,139909,84021
0.704,0.599,10,-7.339,0.0505,0.66,0.000437,0.116,0.042,129.947,167100,5648
0.684,0.794,1,-5.498,0.306,0.0862,0,0.368,0.629,90.008,199607,8326
0.554,0.483,6,-10.364,0.433,0.517,1.07E-05,0.0984,0.384,86.743,215267,4140
0.638,0.497,10,-8.828,0.309,0.18,0.0034,0.242,0.259,156.103,214105,1714
0.668,0.761,5,-5.364,0.234,0.0706,3.53E-06,0.189,0.195,94.95,184627,15584
0.558,0.635,6,-6.606,0.248,0.195,0,0.0751,0.239,147.994,161149,4458
0.836,0.548,8,-10.202,0.473,0.117,0.00925,0.139,0.0445,151.932,166859,2679
0.862,0.506,10,-8.651,0.267,0.0542,2.96E-05,0.117,0.512,136.052,198582,340247
0.964,0.337,9,-9.294,0.131,0.457,2.29E-05,0.0636,0.96,130.009,194610,229607
0.89,0.552,1,-7.795,0.133,0.305,9.04E-06,0.0757,0.901,100.043,167373,158514
0.933,0.448,8,-4.491,0.136,0.0253,0,0.104,0.737,103.981,167350,987715
0.812,0.709,9,-5.18,0.148,0.16,3.75E-06,0.0967,0.533,95.067,182189,38908
0.83,0.576,10,-5.005,0.157,0.0209,2.32E-06,0.121,0.295,149.965,182400,631903
0.668,0.489,0,-10.898,0.296,0.117,6.71E-06,0.155,0.403,98.92,158988,11239
0.733,0.549,0,-7.157,0.414,0.14,0,0.122,0.712,139.953,174204,15718
0.89,0.519,0,-5.783,0.167,0.0694,2.01E-05,0.119,0.772,107.99,216862,93064
0.854,0.63,11,-7.247,0.293,0.0096,0.00347,0.0747,0.721,144.018,133708,35003
0.378,0.638,10,-5.576,0.075,0.02,7.66E-05,0.0849,0.735,184.086,250627,6230575
0.672,0.738,0,-7.045,0.0506,0.0178,6.75E-05,0.0927,0.392,107.938,277040,1442173
0.388,0.694,5,-5.769,0.0735,0.118,0.000293,0.082,0.365,145.434,278373,578705
0.38,0.489,0,-7.027,0.0362,0.0351,0.00243,0.081,0.337,127.097,214431,73594
0.626,0.703,11,-5.247,0.0306,0.0275,1.66E-06,0.0903,0.522,92.054,210373,15180
0.613,0.296,10,-7.571,0.0309,0.94,1.34E-06,0.109,0.46,99.934,251267,19411
0.646,0.787,0,-4.654,0.0601,0.258,0,0.199,0.774,131.036,202893,47880
0.558,0.731,0,-6.282,0.0325,0.125,0,0.0932,0.381,100.035,217000,4173
0.429,0.52,11,-6.508,0.0429,0.145,0,0.188,0.314,130.074,249813,641
0.408,0.499,6,-7.16,0.0547,0.44,4.04E-06,0.595,0.501,82.157,286707,146168
0.643,0.729,10,-6.22,0.0476,0.00193,4.62E-06,0.0758,0.72,143.955,147000,10659
0.549,0.274,4,-12.105,0.0305,0.469,2.04E-06,0.101,0.0724,123.998,199200,18899
0.327,0.628,10,-7.714,0.0626,0.114,0,0.123,0.255,150.918,207253,115437
0.477,0.28,6,-11.747,0.0317,0.264,0,0.112,0.149,122.363,254293,8048
0.641,0.573,0,-7.413,0.041,0.0208,3.59E-06,0.305,0.12,102.694,264308,2689
0.152,0.316,5,-10.199,0.0372,0.692,0.109,0.183,0.0535,52.741,273560,9517
0.521,0.667,3,-8.757,0.131,0.374,1.16E-05,0.0989,0.357,72.497,207507,50409
0.61,0.571,3,-7.849,0.0311,0.000673,0.00214,0.207,0.182,126.024,289520,96
0.534,0.688,8,-8.236,0.0328,0.00172,0.015,0.0908,0.173,93,203733,18693
0.663,0.648,7,-8.014,0.0527,0.224,0,0.111,0.538,120.026,237773,2927
0.474,0.551,7,-4.663,0.0313,0.399,0,0.09,0.424,91.951,230720,217117
0.624,0.672,9,-4.973,0.039,0.716,0,0.249,0.409,112.633,235027,367963
0.606,0.637,9,-6.165,0.0406,0.65,0,0.167,0.329,113.012,231987,441776
0.684,0.799,8,-4.644,0.046,0.355,0,0.106,0.646,98.009,267840,763877
0.391,0.678,11,-4.124,0.0367,0.468,0,0.316,0.645,176.157,296947,4576157
0.399,0.76,0,-8.084,0.179,0.153,0,0.864,0.78,60.989,112131,121264
0.379,0.298,1,-10.829,0.0341,0.846,0,0.204,0.557,154.899,251258,973
0.496,0.287,7,-9.282,0.0337,0.925,0,0.177,0.583,167.569,220961,435675
0.495,0.303,11,-7.977,0.0258,0.863,0,0.127,0.456,87.965,293492,206078
0.489,0.374,9,-7.093,0.0331,0.911,0,0.138,0.498,114.165,271397,334327
0.794,0.766,9,-3.894,0.0377,0.0135,0,0.0785,0.55,127.007,195873,7320
0.735,0.812,2,-4.417,0.151,0.528,0,0.186,0.584,109.835,162876,38425
0.52,0.538,1,-8.109,0.206,0.367,0.00187,0.119,0.177,141.894,345133,2676012
0.516,0.546,5,-9.105,0.249,0.814,4.50E-06,0.0995,0.515,78.267,271733,187146
0.843,0.435,8,-8.442,0.178,0.47,0,0.147,0.19,120.058,208080,457491
0.465,0.225,4,-12.637,0.0455,0.948,0.00155,0.18,0.207,57.75,256427,116808
0.742,0.553,8,-8.98,0.419,0.389,0,0.0694,0.508,84.931,209440,230071
0.794,0.32,1,-12.92,0.173,0.853,0.134,0.112,0.241,174.088,342040,1497134
0.272,0.238,2,-12.148,0.0349,0.89,0.00925,0.275,0.119,83.507,161840,247048
0.861,0.33,6,-7.194,0.0526,0.627,1.93E-06,0.14,0.718,95.016,216000,1262044
0.698,0.633,8,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,3564449
0.908,0.621,1,-6.638,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,177000,7632366
0.8,0.585,10,-7.343,0.0924,0.264,0,0.153,0.779,126.058,213400,1925485
0.665,0.535,4,-7.056,0.0572,0.0786,1.68E-05,0.154,0.37,138.842,275253,136
0.79,0.67,1,-5.527,0.105,0.377,2.32E-06,0.119,0.408,139.956,195950,1377693
0.732,0.678,2,-4.977,0.0886,0.0867,2.41E-05,0.112,0.196,100.626,211421,2372848
0.711,0.611,1,-5.453,0.33,0.00588,0,0.23,0.144,134.093,252262,1401834
0.716,0.531,7,-7.355,0.122,0.0703,0,0.224,0.344,71.994,386907,237893
0.796,0.766,7,-5.974,0.238,0.0742,0,0.0827,0.558,110.034,219333,1576672
0.775,0.736,1,-8.072,0.247,0.319,0.00116,0.127,0.362,100.988,239027,903
0.71,0.879,0,-4.218,0.0422,0.158,0.00142,0.439,0.341,114.993,201391,4676568
0.724,0.818,8,-3.747,0.168,0.0201,0,0.0358,0.696,77.004,204940,3085054
0.881,0.592,2,-4.898,0.0324,0.619,1.32E-05,0.0901,0.719,101.058,154487,8016807
0.746,0.765,6,-4.41,0.0993,0.0112,0,0.0936,0.737,114.044,199054,35892575
0.573,0.711,1,-6.268,0.0406,0.0114,0,0.328,0.47,105.006,226198,8867604
0.559,0.885,1,-4.515,0.189,0.0432,0,0.333,0.683,172.029,193594,10687920
0.762,0.861,0,-3.296,0.0955,0.0185,0,0.264,0.955,120.048,172714,775430
0.645,0.862,11,-4.761,0.0845,0.0933,0,0.193,0.803,119.947,229773,27588189
0.759,0.459,8,-5.187,0.0948,0.00323,0,0.0788,0.695,109.997,164952,22723127
0.702,0.741,9,-5.33,0.0427,0.00544,0,0.337,0.646,124.925,187585,17090534
0.672,0.52,8,-7.747,0.0353,0.859,0,0.115,0.37,120.001,226600,6699071
0.726,0.787,4,-2.494,0.0737,0.009,0,0.0596,0.888,124.99,199987,11089585
0.6,0.663,3,-5.802,0.0477,0.225,0,0.119,0.286,121.07,245493,7976348
0.645,0.78,8,-5.165,0.0319,0.218,0,0.0919,0.372,120.008,200400,141610
0.681,0.582,6,-7.76,0.0313,0.22,0,0.119,0.221,124.038,248360,55189
0.536,0.768,10,-5.948,0.0347,0.00433,0,0.114,0.545,77.217,228133,4499688
0.73,0.703,0,-5.672,0.0369,0.109,0,0.0657,0.595,138.113,192120,9320803
0.647,0.823,2,-5.231,0.0762,0.0598,0,0.119,0.396,99.933,230333,4582254
0.574,0.329,1,-6.829,0.0274,0.22,0,0.0986,0.356,130.993,237933,5851999
0.652,0.877,1,-2.986,0.0465,0.0227,0,0.0789,0.486,118.491,200107,6784351
0.881,0.592,2,-4.898,0.0324,0.619,1.32E-05,0.0901,0.719,101.058,154487,8016807
0.775,0.613,3,-4.586,0.0542,0.109,2.33E-05,0.134,0.797,100.066,208787,10238525
0.689,0.481,10,-7.503,0.0815,0.369,1.03E-06,0.0649,0.283,80.025,229526,40147674
0.728,0.563,1,-8.053,0.134,0.621,0,0.179,0.352,100.017,217707,13643149
0.689,0.627,6,-5.692,0.308,0.105,0.000321,0.0905,0.905,184.008,187704,2405885
0.749,0.535,4,-6.785,0.0336,0.0131,3.65E-05,0.0982,0.601,123.042,196607,1599273
0.713,0.442,6,-5.909,0.0604,0.739,0,0.112,0.546,108.038,144934,557150
0.845,0.561,1,-5.253,0.0778,0.211,3.49E-06,0.0383,0.811,109.974,200853,4542521
0.667,0.613,1,-5.353,0.0344,0.403,0,0.115,0.47,91.024,194453,4930008
0.698,0.623,8,-7.845,0.037,0.623,0.0856,0.179,0.625,102.002,204376,255933
0.73,0.966,11,-1.794,0.0619,0.081,7.93E-05,0.0946,0.891,168.091,148049,187117
0.812,0.736,4,-5.421,0.0833,0.152,0.00254,0.0914,0.396,91.993,193806,3405764
0.855,0.83,1,-2.815,0.106,0.0783,1.31E-06,0.08,0.775,90.009,190667,656500
0.763,0.669,9,-4.402,0.0651,0.156,0,0.0867,0.609,135.028,212000,437128
0.775,0.679,4,-4.985,0.135,0.18,7.26E-05,0.068,0.619,166.008,193456,4485198
0.773,0.655,1,-3.571,0.0605,0.0806,0,0.106,0.428,130.962,157650,85812
0.872,0.789,1,-6.047,0.132,0.203,2.39E-05,0.125,0.646,126.042,236190,242952
0.825,0.758,9,-1.73,0.238,0.0895,0,0.0661,0.828,176.059,170397,259007
0.851,0.619,7,-4.106,0.103,0.561,0,0.0623,0.6,129.943,114462,62040
0.824,0.819,4,-4.336,0.0786,0.125,2.45E-05,0.137,0.616,92.001,182863,515593
0.574,0.664,11,-6.068,0.0409,0.0448,0.0553,0.146,0.226,144.654,91870,712734
0.494,0.428,0,-7.239,0.205,0.236,0.0698,0.0816,0.44,87.724,157497,455028
0.316,0.63,5,-5.963,0.117,0.471,0.262,0.205,0.313,89.643,153294,1453244
0.439,0.153,1,-8.95,0.0479,0.874,0,0.107,0.104,116.76,287693,2743760
0.603,0.615,11,-4.931,0.165,0.0799,6.72E-05,0.117,0.561,158.657,213707,3990457
0.46,0.66,3,-6.642,0.0652,0.0108,0.000139,0.34,0.18,141.722,191710,279183
0.563,0.459,4,-7.781,0.0292,0.92,0.724,0.11,0.197,79.983,202536,2812
0.417,0.551,8,-6.456,0.174,0.73,0.00166,0.0907,0.444,87.614,174568,302860
0.69,0.714,7,-5.948,0.0338,0.0077,7.23E-05,0.191,0.489,112.009,187027,3493608
0.375,0.133,0,-10.624,0.0352,0.651,0,0.0695,0.192,131.721,187944,522972
0.88,0.428,9,-8.28,0.206,0.149,5.05E-05,0.114,0.333,100.007,172800,2952185
0.88,0.575,6,-6.091,0.163,0.415,0,0.109,0.671,120.031,232048,869410
0.782,0.435,2,-7.033,0.156,0.333,1.31E-05,0.342,0.242,82.996,268933,81758
0.919,0.622,1,-7.384,0.0997,0.228,4.24E-06,0.122,0.424,140.022,205803,3524423
0.599,0.598,4,-7.015,0.124,0.0502,5.01E-05,0.173,0.343,179.49,192428,132858
0.845,0.399,1,-7.509,0.312,0.00525,0.741,0.102,0.148,143.049,257600,54929
0.908,0.542,9,-7.787,0.295,0.408,0,0.179,0.266,128.02,104864,185651
0.699,0.58,7,-7.05,0.325,0.0754,0,0.0768,0.596,94.93,177074,103704
0.792,0.824,6,-2.799,0.259,0.0223,0,0.103,0.738,168.087,149613,2667
0.71,0.828,1,-4.725,0.0726,0.199,0,0.168,0.316,128.027,247458,188097
0.715,0.846,10,-3.665,0.18,0.129,2.57E-06,0.084,0.909,95.426,186360,156928
0.706,0.713,3,-3.609,0.0367,0.319,0,0.114,0.973,142.002,211267,130
0.597,0.725,2,-6.686,0.136,0.306,0.000161,0.3,0.8,189.96,202453,280986
0.723,0.617,0,-3.69,0.0497,0.421,0,0.109,0.973,150.075,144640,225722
0.725,0.47,10,-4.765,0.0382,0.406,0,0.0624,0.932,105.96,209267,136393
0.682,0.669,9,-4.509,0.0399,0.304,0,0.0953,0.617,140.023,216267,462825
0.723,0.475,5,-6.363,0.0358,0.743,0,0.342,0.802,110.219,215640,471875
0.627,0.652,7,-6.849,0.0349,0.106,4.60E-06,0.103,0.667,154.956,172547,87988
0.664,0.788,5,-4.607,0.124,0.27,0,0.289,0.876,150.04,195493,319988
0.626,0.708,5,-7.097,0.0556,0.442,3.04E-06,0.137,0.883,168.162,185240,61514
0.73,0.867,7,-1.946,0.0325,0.0749,6.81E-06,0.0712,0.929,130.02,223200,440034
0.704,0.83,11,-3.139,0.0297,0.0489,0,0.111,0.957,127.103,211453,1179660
0.807,0.681,11,-6.268,0.0983,0.423,0,0.0962,0.676,140.006,297485,4110014
0.733,0.689,10,-5.083,0.0307,0.345,0,0.0429,0.828,126.943,246850,528056
0.8,0.355,6,-10.47,0.0895,0.616,0,0.118,0.253,145.929,228493,3010847
0.757,0.711,1,-4.643,0.0349,0.36,0,0.121,0.817,139.962,206933,4708697
0.76,0.803,8,-2.867,0.0306,0.531,0,0.0555,0.922,136.945,223074,435052
0.732,0.801,9,-3.859,0.0327,0.39,0,0.31,0.824,123.981,196480,2406614
0.591,0.785,9,-7.768,0.161,0.161,0,0.126,0.785,106.002,217547,557111
0.565,0.781,10,-3.358,0.061,0.364,0,0.0984,0.943,129.959,192698,627701
0.655,0.725,0,-5.497,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,2355420
0.868,0.878,1,-3.294,0.038,0.0509,0.00052,0.0857,0.899,112.987,232843,49649
0.843,0.789,7,-2.801,0.247,0.0028,2.41E-05,0.0322,0.571,125.071,182413,1114983
0.596,0.868,8,-4.95,0.161,0.12,0.518,0.0514,0.705,118.02,173390,767450
0.872,0.789,1,-6.047,0.132,0.203,2.39E-05,0.125,0.646,126.042,236190,242953
0.921,0.927,11,-3.025,0.104,0.284,0.0033,0.72,0.797,129.971,219000,1473187
0.862,0.72,4,-4.155,0.0361,0.476,0,0.0543,0.967,129.993,197284,2413466
0.925,0.9,3,-4.361,0.143,0.355,0.00608,0.124,0.804,120.031,201500,1459893
0.938,0.832,7,-4.613,0.195,0.22,1.31E-06,0.121,0.832,111.928,158440,2145942
0.927,0.551,1,-7.704,0.0986,0.123,0.00269,0.115,0.304,119.982,213000,235674
0.764,0.585,2,-7.796,0.0305,0.348,0.00294,0.369,0.89,90.013,255640,945953
0.651,0.726,8,-4.144,0.0539,0.382,0,0.0535,0.963,179.99,156267,663654
0.716,0.654,8,-6.702,0.279,0.249,0,0.127,0.958,180.11,186833,1450788
