Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Likes
0.276,0.572,1,-7.818,0.0377,0.641,0,0.2,0.285,77.986,237467,5730
0.629,0.703,2,-4.875,0.0504,0.519,0,0.11,0.402,144.016,290973,925748
0.378,0.619,0,-6.794,0.0767,0.305,0,0.413,0.349,87.387,144352,627919
0.707,0.908,1,-2.903,0.0582,0.134,0,0.111,0.546,104.888,244353,551840
0.76,0.689,2,-5.967,0.102,0.56,0,0.0662,0.699,149.993,273373,133486
0.281,0.534,8,-7.045,0.0333,0.163,1.05E-05,0.12,0.217,78.77,299840,358718
0.304,0.328,2,-10.311,0.0351,0.56,0,0.116,0.243,119.675,307474,58757
0.399,0.53,10,-7.176,0.0532,0.479,1.36E-06,0.0719,0.351,76.827,307053,181862
0.497,0.714,2,-4.209,0.0343,0.288,0,0.151,0.381,144.075,235907,305062
0.709,0.824,1,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,2042571
0.332,0.214,4,-12.518,0.0349,0.845,5.62E-06,0.0839,0.11,67.531,271093,8399842
0.541,0.401,0,-10.499,0.0365,0.576,0,0.164,0.24,152.943,289160,3439891
0.693,0.678,8,-7.159,0.0324,0.0151,5.71E-06,0.101,0.404,103.952,228267,848193
0.758,0.683,6,-5.465,0.0399,0.153,1.54E-06,0.242,0.663,119.001,213295,542989
0.832,0.544,6,-12.697,0.0442,0.201,0.000139,0.632,0.928,119.49,275533,542989
0.502,0.305,9,-16.011,0.0339,0.484,3.55E-06,0.117,0.248,131.242,291400,1192639
0.77,0.475,7,-9.512,0.159,0.0561,4.72E-06,0.0607,0.473,82.511,261573,378367
0.636,0.264,6,-14.567,0.0263,0.593,4.22E-05,0.275,0.264,99.304,238467,334922
0.436,0.391,1,-9.62,0.0326,0.554,0,0.12,0.126,125.354,272893,1951101
0.649,0.647,9,-7.695,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733,2131722
0.742,0.883,0,-3.419,0.0329,0.333,7.51E-06,0.0964,0.978,136.506,240280,1295486
0.912,0.61,2,-7.029,0.168,0.0584,0,0.0431,0.763,113.941,211476,26138
0.706,0.633,1,-9.584,0.0419,0.267,0.0192,0.175,0.375,110.005,120157,1245864
0.724,0.822,1,-4.374,0.0333,0.304,1.38E-05,0.0553,0.964,99.9,242733,2960387
0.624,0.842,5,-5.285,0.0376,0.264,2.11E-05,0.181,0.257,111.037,342680,1163665
0.753,0.931,2,-4.922,0.0652,0.00994,0.00696,0.234,0.767,113.029,189693,922791
0.771,0.655,3,-10.842,0.0372,0.152,0.00197,0.0685,0.97,119.747,218627,594293
0.946,0.762,11,-6.957,0.105,0.125,0.000673,0.0393,0.949,125.398,192282,20421
0.833,0.934,5,-3.243,0.0313,0.343,7.55E-06,0.0521,0.964,121.879,268533,760601
0.609,0.444,7,-9.129,0.106,0.603,6.86E-06,0.104,0.166,118.402,228707,2108983
0.662,0.507,5,-8.238,0.118,0.257,0,0.0465,0.676,86.412,223440,1038894
0.644,0.549,1,-5.415,0.0285,0.0209,8.85E-06,0.134,0.167,90.04,253813,3115238
0.482,0.706,9,-5.762,0.0607,0.135,0.00106,0.105,0.144,92.513,224920,2839141
0.484,0.368,6,-7.784,0.0341,0.74,3.82E-05,0.118,0.142,92.923,216480,369
0.652,0.609,11,-7.519,0.037,0.263,0.00101,0.233,0.482,95.986,210200,1783526
0.469,0.799,8,-5.983,0.387,0.105,0,0.32,0.495,147.847,256000,427261
0.38,0.325,4,-5.862,0.0328,0.712,0,0.0997,0.429,89.898,259570,41707
0.596,0.505,7,-7.892,0.0619,0.732,1.97E-05,0.106,0.335,86.097,249240,675406
0.657,0.726,0,-4.74,0.0458,0.542,0,0.137,0.282,90.105,204400,676119
0.542,0.131,7,-14.104,0.0316,0.983,0.00544,0.156,0.319,136.161,190013,288641
0.826,0.694,7,-7.862,0.0315,0.316,0.0285,0.074,0.852,123.932,217427,976056
0.667,0.361,1,-8.69,0.0273,0.575,0.00506,0.0805,0.29,134.018,242000,39946
0.647,0.729,5,-6.251,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627,350990
0.578,0.756,2,-5.82,0.115,0.157,0.000232,0.249,0.663,176.739,201173,297493
0.315,0.296,5,-13.262,0.0315,0.771,0,0.702,0.435,173.509,263573,548654
0.753,0.326,7,-9.883,0.0342,0.731,0.00131,0.24,0.237,123.799,245827,692
0.548,0.483,4,-9.102,0.0268,0.515,0.0674,0.0922,0.166,159.952,286387,120134
0.431,0.377,2,-9.753,0.0288,0.749,0,0.211,0.353,173.67,213627,100119
0.591,0.831,4,-6.612,0.0355,0.235,0.00142,0.0571,0.678,93.007,187307,212377
0.673,0.758,7,-3.632,0.158,0.039,0,0.341,0.542,135.956,229507,2999848
0.276,0.572,1,-7.818,0.0377,0.641,0,0.2,0.285,77.986,237467,118
0.407,0.147,2,-8.822,0.0355,0.857,2.89E-06,0.0913,0.0765,141.284,229400,4473354
0.633,0.8,1,-6.945,0.166,0.209,0.000123,0.137,0.913,175.716,217573,1107925
0.456,0.573,5,-3.866,0.0275,0.578,3.05E-06,0.114,0.0992,76.19,238560,912206
0.64,0.889,2,-3.073,0.322,0.107,0,0.339,0.436,99.931,298853,691843
0.575,0.744,1,-5.466,0.0603,0.0687,0,0.0723,0.701,183.79,241507,8789
0.435,0.92,4,-1.357,0.201,0.235,0.000353,0.552,0.45,188.899,245960,562892
0.686,0.789,8,-4.713,0.23,0.0125,0.0147,0.142,0.72,172.976,194213,1142440
0.754,0.811,5,-3.679,0.0561,0.0185,5.18E-06,0.654,0.639,109.902,267960,2429492
0.656,0.877,0,-3.231,0.0342,0.345,0,0.349,0.894,105.018,252347,3177897
0.574,0.802,7,-3.976,0.0316,0.659,5.07E-06,0.0765,0.739,93.537,280453,1651705
0.665,0.94,5,-3.606,0.0553,0.434,0,0.0914,0.752,93.725,231593,1587286
0.691,0.658,0,-6.496,0.0359,0.398,4.58E-05,0.112,0.617,97.68,300160,253377
0.474,0.879,4,-3.979,0.115,0.636,0,0.16,0.668,91.094,388360,6295
0.42,0.843,7,-4.692,0.0647,0.248,0,0.078,0.539,173.91,302947,196022
0.481,0.415,0,-5.646,0.0323,0.432,0,0.128,0.196,77.472,240733,1924
0.658,0.863,7,-3.575,0.0352,0.287,1.53E-05,0.16,0.967,96.499,268440,477822
0.521,0.704,9,-5.772,0.0513,0.332,7.10E-06,0.0665,0.846,98.364,289467,617719
0.553,0.632,4,-4.837,0.0782,0.375,0,0.267,0.687,85.1,309587,698668
0.591,0.672,5,-3.515,0.0375,0.622,0,0.112,0.267,139.939,265307,2448579
0.626,0.714,0,-3.824,0.0259,0.507,0.000851,0.101,0.484,99.907,330373,1765
0.62,0.497,0,-7.443,0.027,0.558,6.68E-06,0.251,0.427,140.207,218760,2976
0.737,0.518,4,-6.736,0.0405,0.115,0.000102,0.0964,0.33,128.031,228107,56131
0.634,0.842,11,-3.546,0.0295,0.168,0.000203,0.0983,0.358,99.973,247613,34145
0.717,0.716,2,-7.35,0.0326,0.106,1.09E-06,0.277,0.682,147.107,402133,2068939
0.336,0.682,0,-4.667,0.0332,0.198,0.00211,0.353,0.314,139.442,210400,248914
0.678,0.677,7,-6.179,0.0292,0.675,0.00023,0.152,0.3,135.559,254000,4573
0.766,0.72,2,-6.48,0.0353,0.394,0.0107,0.0519,0.851,105.674,207013,66946
0.505,0.617,5,-5.548,0.0328,0.183,1.54E-06,0.189,0.237,172.882,272573,216183
0.675,0.597,5,-11.329,0.0337,0.0534,0,0.0986,0.828,108.875,161160,12815
0.748,0.551,1,-9.054,0.0239,0.243,1.57E-06,0.0943,0.65,113.535,262240,53927
0.633,0.634,8,-12.115,0.0725,0.038,0.0064,0.0385,0.872,100.499,245493,1985
0.521,0.699,0,-6.961,0.0338,0.0981,0,0.1,0.802,83.529,148147,28191
0.524,0.519,6,-11.903,0.043,0.195,0,0.523,0.847,110.121,169800,69292
0.588,0.568,6,-9.766,0.0672,0.16,0,0.0792,0.952,106.938,232760,22326
0.519,0.46,11,-14.53,0.0688,0.823,5.97E-05,0.243,0.675,132.082,178200,33010
0.662,0.624,10,-13.606,0.0417,0.165,0,0.0674,0.961,174.513,252560,16149
0.33,0.44,5,-9.858,0.0296,0.603,0,0.481,0.228,98.567,168413,85655
0.747,0.692,1,-8.956,0.0474,0.202,3.39E-05,0.0698,0.904,118.698,199387,744
0.624,0.723,1,-6.782,0.378,0.172,0,0.483,0.757,84.789,216933,724771
0.915,0.79,6,-3.186,0.207,0.16,0,0.112,0.967,140.095,275907,397687
0.568,0.894,0,-3.301,0.332,0.152,0,0.209,0.778,109.939,272320,607680
0.785,0.498,1,-6.977,0.0533,0.00248,1.23E-06,0.224,0.418,143.96,201587,282704
0.921,0.668,7,-8.73,0.235,0.0949,0,0.592,0.892,131.059,296587,184850
0.86,0.688,9,-7.203,0.434,0.399,0,0.67,0.622,100.934,303027,14654
0.551,0.598,1,-6.79,0.27,0.15,0,0.299,0.612,78.756,230613,124414
0.555,0.639,1,-5.16,0.263,0.0594,0,0.118,0.184,171.609,270747,630584
0.962,0.637,9,-5.553,0.106,0.0368,0.022,0.156,0.311,126.707,235093,29675
0.751,0.84,6,-4.855,0.349,0.367,0,0.0916,0.801,99.057,213760,168436
0.841,0.783,6,-4.915,0.0432,0.106,2.49E-06,0.0528,0.514,94.989,190560,2069220
0.895,0.792,2,-5.923,0.0769,0.0386,0,0.0547,0.941,96.018,190493,246058
0.804,0.745,4,-5.963,0.229,0.00849,0.000942,0.0378,0.635,183.985,162400,771481
0.844,0.757,1,-4.61,0.0523,0.0945,0,0.16,0.532,94.977,220133,644599
0.897,0.864,11,-3.735,0.147,0.252,0,0.517,0.542,95.981,207627,1475736
0.793,0.853,1,-3.655,0.0477,0.0937,0,0.085,0.906,164.022,240320,2625403
0.875,0.909,9,-3.558,0.076,0.14,0.00185,0.0616,0.524,119.999,305526,1697139
0.788,0.815,1,-4.54,0.0539,0.162,0,0.244,0.871,82.014,263800,465629
0.947,0.874,2,-3.813,0.176,0.316,0,0.372,0.835,120.063,183182,1987
0.8,0.729,9,-2.897,0.144,0.101,0,0.316,0.836,171.976,271515,807237
0.725,0.86,1,-3.726,0.182,0.422,0.000284,0.0674,0.791,175.896,230125,3188530
0.732,0.708,9,-7.905,0.262,0.534,0,0.237,0.717,175.924,267787,1812391
0.804,0.56,1,-6.912,0.0397,0.416,0,0.0608,0.768,133.682,254720,4898
0.825,0.605,11,-9.71,0.0376,0.0764,0,0.314,0.944,124.005,229360,901996
0.779,0.589,5,-10.645,0.0345,0.332,0,0.12,0.894,128.044,215213,996084
0.732,0.64,0,-9.859,0.0378,0.586,1.81E-05,0.104,0.715,125.015,263347,509191
0.812,0.506,1,-10.729,0.0533,0.143,0,0.132,0.701,125.941,238720,811256
0.745,0.716,9,-8.221,0.0411,0.202,0,0.059,0.817,132.932,257187,741934
0.781,0.491,8,-8.793,0.0444,0.471,0,0.0972,0.913,124.971,348827,328851
0.814,0.639,1,-8.078,0.0463,0.0979,0,0.13,0.961,133.035,234240,447948
0.894,0.791,2,-4.699,0.112,0.0183,0,0.0388,0.583,105.018,250373,5030572
0.663,0.861,7,-3.398,0.109,0.0338,0,0.082,0.654,119.963,220800,2186380
0.662,0.507,5,-8.238,0.118,0.257,0,0.0465,0.676,86.412,223440,1038894
0.781,0.745,4,-5.81,0.0332,0.198,1.14E-05,0.36,0.326,129.998,269493,1021363
0.573,0.712,0,-5.976,0.0732,0.0572,0,0.167,0.346,140.012,259720,798143
0.657,0.629,6,-4.938,0.0782,0.194,0,0.254,0.726,93.985,266893,386560
0.816,0.5,1,-4.551,0.03,0.0227,1.53E-06,0.0733,0.649,124.037,247840,1201965
0.796,0.477,1,-7.161,0.108,0.314,0,0.12,0.685,119.928,231933,1081624
0.679,0.728,5,-3.092,0.154,0.159,0,0.107,0.46,152.001,181013,264129
0.845,0.467,1,-7.674,0.138,0.0586,0,0.0694,0.702,138.007,211200,747581
0.73,0.341,3,-8.521,0.0578,0.654,0.000181,0.0926,0.822,100.558,173080,584611
0.41,0.334,0,-6.662,0.0621,0.529,0,0.137,0.47,86.086,195373,270486
0.746,0.324,4,-8.064,0.045,0.692,0.00782,0.139,0.385,104.976,190227,228318
0.607,0.296,5,-9.541,0.0601,0.565,9.17E-05,0.324,0.577,71.136,189720,240964
0.342,0.425,0,-5.589,0.0289,0.612,4.93E-06,0.243,0.409,154.202,156867,346188
0.409,0.277,0,-10.276,0.0421,0.63,0,0.173,0.534,80.062,170107,1496
0.355,0.351,9,-9.513,0.0455,0.39,0.00257,0.394,0.471,164.933,179397,331279
0.6,0.356,4,-7.725,0.0586,0.426,0,0.379,0.542,67.164,202093,14467
0.808,0.539,9,-5.686,0.0457,0.214,0.000104,0.0869,0.896,117.643,144973,34922
0.496,0.451,9,-5.563,0.0278,0.82,0.000119,0.0597,0.455,100.296,171640,18150
0.642,0.442,8,-9.115,0.074,0.491,1.58E-06,0.102,0.465,148.01,231773,1139522
0.549,0.548,10,-5.698,0.0321,0.233,0,0.0789,0.714,81.622,185213,40756
0.276,0.572,1,-7.818,0.0377,0.641,0,0.2,0.285,77.986,237467,5730
0.692,0.855,9,-4.77,0.0725,0.24,0,0.0967,0.777,94.984,228147,627478
0.549,0.764,1,-5.881,0.0427,0.528,0,0.0782,0.573,157.502,188893,198028
0.622,0.647,4,-6.913,0.0352,0.524,4.82E-05,0.0872,0.815,206.037,243307,221624
0.406,0.459,3,-6.373,0.0392,0.328,0,0.0717,0.245,123.54,291107,1782474
0.724,0.715,10,-7.738,0.0504,0.425,0,0.0746,0.832,104.06,254600,
0.571,0.418,11,-6.89,0.0303,0.109,0,0.0705,0.518,100.738,229053,410778
0.439,0.35,10,-11.088,0.0302,0.642,6.40E-05,0.115,0.568,163.113,213733,400716
0.693,0.549,1,-8.141,0.119,0.0109,0,0.0677,0.605,80.028,227960,1371714
0.832,0.391,8,-8.504,0.0628,0.0564,0,0.224,0.436,104.961,238800,1261580
0.728,0.327,0,-11.596,0.0999,0.0948,0,0.103,0.195,100,231040,620650
0.778,0.498,5,-6.846,0.0562,0.256,0,0.295,0.464,96.995,231093,885466
0.739,0.368,8,-10.233,0.0845,0.00542,0,0.171,0.467,144.992,239413,305429
0.622,0.711,7,-6.618,0.0542,0.0457,0,0.174,0.679,79.932,195987,321781
0.76,0.746,0,-5.331,0.227,0.137,0,0.0905,0.449,100.011,233546,545826
0.699,0.805,6,-3.05,0.0595,0.0383,0,0.502,0.722,127.009,216440,195252
0.786,0.689,1,-6.113,0.315,0.00931,1.14E-06,0.214,0.874,157.936,235307,538106
0.565,0.491,1,-6.902,0.221,0.0049,0,0.137,0.337,175.694,242085,490508
0.257,0.109,7,-21.356,0.0597,0.9,0.867,0.0762,0.307,75.02,151480,252043
0.0769,0.0846,2,-25.997,0.045,0.922,0.929,0.113,0.0586,176.329,363253,57436
0.454,0.0139,4,-29.966,0.0514,0.995,0.943,0.0736,0.244,130.253,184853,15259
0.221,0.126,0,-25.367,0.0447,0.989,0.897,0.0769,0.216,133.564,139307,14207
0.36,0.00301,6,-35.441,0.0444,0.994,0.897,0.0557,0.18,72.892,301400,83
0.326,0.0993,7,-22.496,0.072,0.988,0.916,0.108,0.417,137.274,150973,252043
0.359,0.0299,7,-30.533,0.043,0.995,0.934,0.0828,0.159,73.144,132760,7047
0.515,0.269,11,-21.859,0.037,0.847,0.0897,0.0757,0.964,130.998,90107,
0.499,0.351,9,-11.509,0.0448,0.951,9.94E-05,0.118,0.616,90.664,235947,11063
0.494,0.016,10,-32.307,0.0426,0.995,0.922,0.136,0.118,98.224,295840,5363
0.741,0.61,6,-7.34,0.0511,0.316,0,0.534,0.72,125.99,276960,1413058
0.746,0.647,7,-6.673,0.106,0.0267,0,0.052,0.393,97.989,188964,481668
0.347,0.493,8,-11.548,0.29,0.455,0.00366,0.127,0.308,82.887,382760,299352
0.649,0.791,2,-6.013,0.193,0.104,1.97E-06,0.108,0.811,128.023,236160,654079
0.539,0.414,1,-9.156,0.0601,0.253,1.30E-06,0.143,0.123,94.895,254493,1086470
0.617,0.525,8,-10.426,0.12,0.554,1.10E-06,0.135,0.377,135.781,212867,248255
0.572,0.519,2,-7.092,0.212,0.536,0,0.102,0.35,128.331,181860,824528
0.586,0.404,9,-11.94,0.0494,0.506,0.165,0.0821,0.369,133.901,217027,53340
0.48,0.309,2,-10.238,0.225,0.874,1.28E-06,0.101,0.131,99.136,270547,445923
0.575,0.443,7,-11.626,0.28,0.756,0,0.109,0.658,113.862,222600,188421
0.562,0.519,3,-8.744,0.0326,0.557,0.000268,0.172,0.415,122.925,341055,
0.709,0.929,5,-1.583,0.061,0.0431,0.00648,0.125,0.477,103.01,250288,2922101
0.462,0.375,4,-13.184,0.0309,0.642,0,0.189,0.612,145.35,266067,81537
0.436,0.499,7,-12.909,0.0356,0.499,5.01E-05,0.308,0.551,103.104,355840,1120177
0.59,0.875,5,-5.294,0.171,0.45,1.16E-05,0.164,0.737,96.915,408133,3554364
0.547,0.554,7,-11.165,0.0374,0.602,0.000155,0.0735,0.848,91.386,297867,117575
0.637,0.774,7,-9.327,0.056,0.522,0.0001,0.0901,0.731,121.108,381707,1498794
0.465,0.682,4,-8.124,0.0512,0.381,0.00041,0.0801,0.583,164.01,329221,11369
0.7,0.687,2,-9.292,0.0504,0.503,1.20E-05,0.057,0.815,136.028,437693,559577
0.474,0.498,8,-10.146,0.0302,0.725,0,0.0852,0.759,100.93,324893,327137
0.709,0.929,5,-1.583,0.061,0.0431,0.00648,0.125,0.477,103.01,250288,2922101
0.822,0.446,7,-8.899,0.0321,0.486,0.00102,0.147,0.654,119.994,320960,282292
0.484,0.788,4,-7.625,0.0565,0.69,0.0132,0.0939,0.741,171.973,295158,1774707
0.718,0.697,2,-6.474,0.135,0.634,1.53E-05,0.0563,0.62,143.907,356180,893447
0.436,0.499,7,-12.909,0.0356,0.499,5.01E-05,0.308,0.551,103.104,355840,328383
0.59,0.875,5,-5.294,0.171,0.45,1.16E-05,0.164,0.737,96.915,408133,3554364
0.547,0.554,7,-11.165,0.0374,0.602,0.000155,0.0735,0.848,91.386,297867,117575
0.458,0.34,5,-14.309,0.0333,0.774,2.01E-05,0.0799,0.516,151.979,291400,144336
0.792,0.635,7,-13.94,0.0863,0.349,5.92E-06,0.324,0.648,122.004,422713,1406321
0.756,0.92,7,-8.397,0.0776,0.0731,0.0101,0.347,0.849,98.993,289154,118714
0.773,0.795,8,-5.537,0.0412,0.0587,0.00237,0.154,0.649,115.997,258474,3493264
0.817,0.738,7,-7.639,0.0748,0.0964,0,0.331,0.616,104.964,208164,3334003
0.711,0.295,0,-12.377,0.0334,0.534,4.51E-05,0.0782,0.694,135.041,257973,763688
0.382,0.632,8,-6.393,0.0411,0.391,0.000486,0.0922,0.716,78.936,333584,839607
0.695,0.729,6,-6.274,0.0322,0.0738,0.000182,0.533,0.872,118.028,302935,
0.799,0.784,4,-5.207,0.0519,0.11,2.84E-06,0.227,0.26,96.953,237876,1629748
0.716,0.64,2,-8.726,0.025,0.565,0.00139,0.127,0.485,105.012,260537,570484
0.718,0.697,2,-6.474,0.135,0.634,1.53E-05,0.0563,0.62,143.907,356180,893447
0.838,0.63,9,-5.609,0.171,0.242,0,0.0719,0.64,100.986,166601,623252
0.737,0.961,10,-0.155,0.0747,0.163,0,0.361,0.567,108.014,191089,3251753
0.775,0.818,9,-6.965,0.0356,0.0746,9.31E-05,0.174,0.961,80.53,151514,
0.801,0.809,2,-6.684,0.4,0.0671,0,0.0985,0.783,185.063,163421,179337
0.907,0.779,4,-6.192,0.0459,0.0111,9.19E-06,0.0579,0.692,125.953,158340,115400
0.815,0.593,7,-7.739,0.0388,0.00452,0,0.292,0.707,110.004,159173,
0.791,0.539,11,-9.341,0.0359,0.166,7.11E-06,0.115,0.35,101.524,251533,
0.761,0.672,8,-8.177,0.028,0.205,6.40E-06,0.181,0.814,127.049,182087,
0.841,0.598,8,-7.979,0.0325,0.0887,2.41E-06,0.103,0.408,114.978,220310,
0.745,0.731,6,-8.385,0.0429,0.0182,0,0.168,0.77,132.841,141410,50137
0.703,0.721,2,-6.602,0.0293,0.00863,0.000764,0.189,0.621,112.97,179781,
0.764,0.771,9,-6.324,0.033,0.123,0,0.0858,0.84,123.041,203752,18262
0.602,0.388,0,-12.098,0.0536,0.334,3.70E-05,0.126,0.3,140.006,244669,349026
0.664,0.716,11,-10.904,0.33,0.469,0.000228,0.313,0.413,139.632,210857,89362
0.72,0.692,8,-6.354,0.0894,0.291,0,0.177,0.52,110.011,237559,259135
0.822,0.446,7,-8.899,0.0321,0.486,0.00102,0.147,0.654,119.994,320960,282292
0.638,0.324,0,-7.787,0.0321,0.923,3.35E-05,0.151,0.446,129.932,87133,45812
0.803,0.426,3,-11.54,0.0742,0.418,2.23E-05,0.11,0.556,114.945,274853,431119
0.841,0.599,0,-6.278,0.0468,0.114,0.00806,0.0465,0.668,105.006,238664,160324
0.722,0.496,7,-7.554,0.0327,0.223,0.000507,0.103,0.645,92.007,284467,238048
0.627,0.779,4,-4.944,0.0392,0.214,9.34E-06,0.112,0.619,149.929,240169,295870
0.8,0.782,11,-9.918,0.452,0.132,0.265,0.592,0.751,149.94,145600,271624
0.719,0.435,9,-18.359,0.922,0.557,0,0.531,0.421,117.24,92971,
0.701,0.319,6,-18.703,0.939,0.614,0,0.283,0.767,136.412,96843,
0.64,0.501,5,-17.636,0.947,0.772,0,0.464,0.413,121.666,95569,
0.686,0.292,10,-19.942,0.949,0.669,0,0.534,0.687,77.526,93110,
0.563,0.43,2,-19.468,0.944,0.586,0,0.0889,0.391,85.7,96057,
0.656,0.322,8,-19.688,0.947,0.63,0,0.608,0.646,94.016,96211,177
0.694,0.2,5,-18.887,0.961,0.792,0,0.663,0.463,139.38,93900,
0.744,0.245,7,-19.842,0.933,0.535,0,0.527,0.566,92.621,97219,
0.649,0.257,1,-21.931,0.961,0.777,0,0.358,0.632,90.661,94425,177
0.722,0.218,6,-19.565,0.95,0.743,0,0.587,0.547,115.687,91622,
0.394,0.944,10,-6.506,0.0761,0.00178,4.54E-06,0.298,0.265,105.338,292581,701136
0.284,0.875,11,-6.069,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,381573
0.36,0.684,4,-6.457,0.0308,0.323,0,0.34,0.2,77.15,342653,4300
0.285,0.846,2,-6.472,0.0438,0.0404,0,0.182,0.287,108.808,318227,594073
0.622,0.692,7,-6.97,0.0276,0.363,0.000158,0.193,0.774,112.053,195467,131331
0.473,0.348,0,-11.1,0.0288,0.721,7.42E-05,0.0823,0.283,107.819,215853,223202
0.504,0.354,4,-11.3,0.0339,0.29,4.71E-06,0.157,0.292,140.87,303587,45883
0.615,0.702,7,-9.686,0.0278,0.00746,0.00431,0.0608,0.734,96.987,234333,47221
0.445,0.671,2,-7.937,0.0387,0.165,1.56E-05,0.0791,0.267,125.712,268587,90026
0.281,0.493,7,-9.461,0.0284,0.0519,9.15E-06,0.101,0.167,60.772,196187,28370
0.55,0.917,0,-3.159,0.0638,0.00428,0,0.197,0.601,126.115,177827,863870
0.523,0.943,1,-4.203,0.0337,0.00704,3.81E-05,0.0579,0.766,99.607,180160,1286137
0.488,0.862,0,-7.595,0.0476,0.0204,0,0.359,0.706,104.56,257827,473384
0.723,0.895,11,-3.707,0.102,0.088,0,0.0717,0.963,143.373,188667,486900
0.766,0.882,5,-4.478,0.0719,0.0674,2.30E-06,0.281,0.544,107.932,172467,522270
0.519,0.77,7,-8.788,0.0809,0.0675,3.48E-06,0.0762,0.921,158.29,197800,221439
0.491,0.966,4,-4.28,0.0538,5.59E-05,0,0.307,0.614,105.544,202573,324807
0.205,0.973,6,-3.389,0.124,0.01,0,0.393,0.565,172.689,114667,142752
0.45,0.945,3,-3.995,0.0806,0.012,0.00687,0.0683,0.294,111.342,268827,238566
0.403,0.952,0,-3.925,0.202,0.259,0,0.123,0.729,87.833,133587,45728
0.534,0.392,9,-7.636,0.0267,0.649,0.000227,0.0948,0.163,90.379,216533,2102982
0.659,0.585,7,-8.189,0.0288,0.623,0.000213,0.348,0.784,104.111,158427,6799
0.67,0.351,2,-16.842,0.0463,0.48,0.0176,0.115,0.45,101.384,182653,335190
0.621,0.524,0,-15.269,0.0803,0.0652,0.00199,0.893,0.889,110.586,162653,29936
0.607,0.142,7,-23.455,0.0382,0.843,0.000197,0.121,0.305,118.867,220400,49336
0.862,0.484,10,-11.183,0.0421,0.798,0.00105,0.105,0.787,105.834,163046,53415
0.617,0.485,5,-8.227,0.115,0.868,3.44E-05,0.115,0.845,82.228,158573,796860
0.635,0.584,0,-7.912,0.144,0.52,0.0951,0.962,0.753,97.067,266733,295090
0.741,0.615,0,-8.072,0.0358,0.519,0.000344,0.408,0.799,128.496,165827,82353
0.572,0.668,10,-9.382,0.0361,0.355,0.0379,0.223,0.56,109.511,224813,85709
0.579,0.508,2,-9.484,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,1745720
0.575,0.67,7,-10.39,0.0318,0.343,4.95E-06,0.129,0.74,139.191,211578,3846
0.612,0.289,9,-11.568,0.0421,0.599,0.00266,0.0561,0.466,183.18,177440,4886
0.667,0.755,9,-7.246,0.069,0.0966,6.94E-05,0.0523,0.883,109.535,286220,63829
0.655,0.606,7,-10.385,0.0285,0.0603,0.0789,0.0757,0.765,110.061,291686,101408
0.228,0.224,7,-12.749,0.0311,0.946,0.000222,0.273,0.18,60.3,213713,119037
0.568,0.634,4,-12.336,0.0282,0.494,0.00281,0.252,0.866,142.686,257963,19854
0.632,0.397,7,-12.855,0.0265,0.536,0.0421,0.106,0.731,110.578,173057,60895
0.658,0.374,9,-11.684,0.026,0.721,1.28E-05,0.112,0.367,98.892,243453,30924
0.649,0.425,4,-9.811,0.0267,0.378,0.0013,0.108,0.651,107.383,304926,266141
0.353,0.898,2,-5.877,0.052,2.23E-05,0.105,0.39,0.525,103.293,255733,1452692
0.687,0.677,2,-4.172,0.0508,0.000643,0.000137,0.0564,0.545,75.052,199773,684420
0.468,0.769,4,-7.036,0.041,0.00014,0.00124,0.271,0.17,104.102,270920,797065
0.501,0.905,11,-5.721,0.0518,1.88E-05,0.765,0.383,0.584,123.277,225307,399935
0.581,0.983,5,-3.291,0.0636,0.00043,0.00654,0.0806,0.417,110.038,188933,30760
0.244,0.928,4,-4.804,0.152,0.000856,0.108,0.915,0.38,95.235,252400,2071
0.564,0.947,2,-4.998,0.0448,7.81E-06,0.828,0.373,0.351,100.002,270960,253738
0.577,0.94,6,-4.439,0.0361,2.42E-05,0.0715,0.347,0.818,116.045,172667,95305
0.756,0.811,0,-3.685,0.0836,0.0107,0,0.538,0.715,118.034,197907,101492
0.334,0.898,11,-6.821,0.196,0.00406,0.0202,0.162,0.226,110.364,153600,166383
0.705,0.712,6,-6.156,0.0385,0.0102,0.000855,0.1,0.62,97.512,299960,1875259
0.451,0.931,9,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,1243094
0.763,0.803,1,-3.713,0.0351,0.0709,0.285,0.348,0.561,103.04,229640,975292
0.438,0.94,2,-3.249,0.0452,8.74E-05,0.0777,0.3,0.421,100.99,261000,580314
0.645,0.938,11,-4.557,0.0391,0.0946,0.0226,0.159,0.495,140.886,263880,461260
0.628,0.841,9,-4.583,0.0268,0.0285,0.00332,0.254,0.706,111.985,289853,92413
0.761,0.637,7,-8.169,0.0268,0.439,0.0082,0.102,0.656,125.115,235387,81932
0.549,0.859,5,-3.993,0.0361,0.0964,2.36E-05,0.322,0.69,77.013,250773,27643
0.633,0.919,5,-6.208,0.0343,0.00596,0.273,0.43,0.805,147.97,278387,554
